,south G(i) [kWh/m2],east G(i) [kWh/m2],north G(i) [kWh/m2],west G(i) [kWh/m2],T2m
4573,526.1984323768121,197.2390044007663,197.2390044007663,280.7577978916786,22.9
4574,407.11208604206047,194.9667164144121,194.9667164144121,374.64287745869234,23.3
4575,400.8664283400885,162.6356726717156,162.6356726717156,577.0008548653286,23.8
4576,266.3353141812872,120.1464781213229,120.1464781213229,677.8967188298623,23.8
4577,119.35771100717119,102.14332859554419,102.14332859554419,562.7088028232515,23.6
4578,68.70797529745259,68.70797529745259,110.64862986894886,330.8624691482928,22.3
4579,26.14651771640326,26.14651771640326,35.19104979707739,51.168874276305004,20.9
4580,2.138724614065141,2.138724614065141,2.138724614065141,2.138724614065141,19.5
4581,0.0,0.0,0.0,0.0,18.2
4582,0.0,0.0,0.0,0.0,18.1
4583,0.0,0.0,0.0,0.0,18.0
4584,0.0,0.0,0.0,0.0,16.9
4585,0.0,0.0,0.0,0.0,15.9
4586,0.0,0.0,0.0,0.0,15.6
4587,0.0,0.0,0.0,0.0,15.3
4588,0.37499999999999994,0.37499999999999994,0.37499999999999994,0.37499999999999994,15.3
4589,22.457832661823755,145.24312415443353,96.68463107534467,22.457832661823755,15.4
4590,65.69324310954451,374.8587091012771,179.37751026671634,65.69324310954451,16.1
4591,95.2688418398331,271.2364242831948,124.39053379888577,95.2688418398331,16.8
4592,116.02174145268496,172.45944185693386,114.16921942591186,114.16921942591186,17.1
4593,161.22385746924593,203.94712419917175,146.5782945940212,146.5782945940212,17.5
4594,198.24560566329933,220.0789991647189,169.98949112685133,169.98949112685133,17.9
4595,360.16157939348506,337.0032795645002,186.28308681108894,186.28308681108894,18.4
4596,536.559102455554,294.93580553304594,205.2667985946346,205.2667985946346,19.8
4597,570.4619532949929,183.93880638552537,183.93880638552537,281.26907546848673,21.1
4598,511.05615809776737,161.10084742152966,161.10084742152966,455.82103532297054,22.3
4599,402.46950328327307,148.22709273375813,148.22709273375813,587.5802642951435,22.8
4600,264.4804492912552,129.5918999876098,129.5918999876098,638.8788781628238,23.5
4601,120.14566800055037,101.79560769563915,101.79560769563915,563.8918515234066,22.9
4602,68.45833414826078,68.45833414826078,111.36387540314783,340.3558120028059,22.7
4603,26.51233025920989,26.51233025920989,41.171520225634225,67.31910211808793,21.3
4604,2.138779949478114,2.138779949478114,2.138779949478114,2.138779949478114,19.8
4605,0.0,0.0,0.0,0.0,18.0
4606,0.0,0.0,0.0,0.0,17.6
4607,0.0,0.0,0.0,0.0,16.1
4608,0.0,0.0,0.0,0.0,15.9
4609,0.0,0.0,0.0,0.0,14.2
4610,0.0,0.0,0.0,0.0,13.2
4611,0.0,0.0,0.0,0.0,12.4
4612,0.37499999999999994,0.37499999999999994,0.37499999999999994,0.37499999999999994,11.7
4613,21.837815085945422,140.250277756058,93.26330061761718,21.837815085945422,13.8
4614,66.3091709500353,404.0073326787646,190.03930562048592,66.3091709500353,15.6
4615,105.94493117694161,633.8597015122375,192.59229875401,105.94493117694161,18.0
4616,146.64589961709052,788.4796617438742,124.56570012643695,124.56570012643695,19.8
4617,290.646898488671,644.7379885212605,168.18204194783286,168.18204194783286,20.6
4618,364.97303823423664,494.8689546470482,195.44632367239223,195.44632367239223,21.2
4619,435.8379320732406,406.24155127280324,216.86615876524183,216.86615876524183,22.2
4620,538.5111622983213,293.76804072048975,202.86041364914075,202.86041364914075,22.5
4621,571.7703567176229,183.69935571890818,183.69935571890818,280.63008543174146,23.3
4622,513.6224577869823,160.59447869525883,160.59447869525883,456.20742618398214,24.3
4623,404.8635492296692,147.42588888200765,147.42588888200765,589.376660977685,25.2
4624,269.7760322265532,119.84801550013927,119.84801550013927,679.9503692249207,25.3
4625,124.14806986165405,103.6792391974383,103.6792391974383,589.8287020080293,24.8
4626,67.19101357232452,67.19101357232452,115.72286467996182,379.16815690011094,25.0
4627,26.89186192999342,26.89186192999342,39.452848781740336,62.08069925742754,23.8
4628,2.1388468697335496,2.1388468697335496,2.1388468697335496,2.1388468697335496,22.8
4629,0.0,0.0,0.0,0.0,21.4
4630,0.0,0.0,0.0,0.0,19.8
4631,0.0,0.0,0.0,0.0,19.6
4632,0.0,0.0,0.0,0.0,19.2
4633,0.0,0.0,0.0,0.0,18.8
4634,0.0,0.0,0.0,0.0,17.9
4635,0.0,0.0,0.0,0.0,16.1
4636,0.24999999999999997,0.24999999999999997,0.24999999999999997,0.24999999999999997,16.2
4637,20.0178957632469,83.74353597028288,58.36408197454055,20.0178957632469,16.2
4638,65.49081996855944,388.16300503523746,183.25477975440168,65.49081996855944,16.7
4639,101.12806591218342,602.1907453963139,182.6328008617427,101.12806591218342,18.1
4640,156.9113594455972,608.9257453759915,140.59234396313786,140.59234396313786,19.0
4641,267.9727724734662,532.0330521863095,175.77257608763404,175.77257608763404,19.5
4642,411.6762890639166,582.3294589983298,186.91350440614252,186.91350440614252,21.2
