,time,G(i),H_sun,T2m,WS10m,Int
4842,20150721:1810,8.98,4.21,29.4,1.81,0.0
4843,20150721:1910,0.0,0.0,28.01,1.89,0.0
4844,20150721:2010,0.0,0.0,26.63,1.98,0.0
4845,20150721:2110,0.0,0.0,25.24,2.07,0.0
4846,20150721:2210,0.0,0.0,24.54,2.19,0.0
4847,20150721:2310,0.0,0.0,23.85,2.32,0.0
4848,20150722:0010,0.0,0.0,23.16,2.44,0.0
4849,20150722:0110,0.0,0.0,22.97,2.41,0.0
4850,20150722:0210,0.0,0.0,22.78,2.38,0.0
4851,20150722:0310,0.0,0.0,22.59,2.34,0.0
4852,20150722:0410,20.06,7.09,23.95,2.22,0.0
4853,20150722:0510,39.67,16.61,25.32,2.09,0.0
4854,20150722:0610,48.34,26.53,26.68,1.96,0.0
4855,20150722:0710,56.54,36.48,28.6,1.66,0.0
4856,20150722:0810,62.02,46.01,30.52,1.37,0.0
4857,20150722:0910,63.84,54.4,32.43,1.08,0.0
4858,20150722:1010,72.5,60.33,33.3,1.8,0.0
4859,20150722:1110,184.73,62.02,34.17,2.52,0.0
4860,20150722:1210,406.35,58.74,35.04,3.24,0.0
4861,20150722:1310,590.24,51.8,35.02,3.89,0.0
4862,20150722:1410,717.15,42.92,34.99,4.53,0.0
4863,20150722:1510,772.22,33.19,34.96,5.17,0.0
4864,20150722:1610,713.61,23.21,33.86,4.95,0.0
4865,20150722:1710,499.33,13.39,32.77,4.72,0.0
4866,20150722:1810,103.22,4.06,31.67,4.5,0.0
4867,20150722:1910,0.0,0.0,30.44,4.5,0.0
4868,20150722:2010,0.0,0.0,29.2,4.51,0.0
4869,20150722:2110,0.0,0.0,27.97,4.51,0.0
4870,20150722:2210,0.0,0.0,27.2,4.17,0.0
4871,20150722:2310,0.0,0.0,26.44,3.84,0.0
4872,20150723:0010,0.0,0.0,25.68,3.5,0.0
4873,20150723:0110,0.0,0.0,24.97,4.19,0.0
4874,20150723:0210,0.0,0.0,24.27,4.88,0.0
4875,20150723:0310,0.0,0.0,23.56,5.57,0.0
4876,20150723:0410,15.5,6.93,23.88,6.01,0.0
4877,20150723:0510,54.72,16.46,24.2,6.46,0.0
4878,20150723:0610,89.83,26.38,24.52,6.9,0.0
4879,20150723:0710,117.19,36.33,25.15,6.36,0.0
4880,20150723:0810,124.49,45.85,25.78,5.83,0.0
4881,20150723:0910,155.04,54.22,26.41,5.3,0.0
4882,20150723:1010,161.88,60.14,26.42,5.13,0.0
4883,20150723:1110,177.89,61.82,26.42,4.97,0.0
4884,20150723:1210,131.67,58.56,26.42,4.8,0.0
4885,20150723:1310,238.26,51.65,27.07,4.47,0.0
4886,20150723:1410,594.76,42.78,27.72,4.15,0.0
4887,20150723:1510,772.03,33.05,28.37,3.82,0.0
4888,20150723:1610,712.65,23.07,27.71,3.31,0.0
4889,20150723:1710,599.26,13.25,27.05,2.8,0.0
4890,20150723:1810,168.63,3.92,26.39,2.29,0.0
4891,20150723:1910,0.0,0.0,25.57,2.68,0.0
4892,20150723:2010,0.0,0.0,24.74,3.07,0.0
4893,20150723:2110,0.0,0.0,23.92,3.46,0.0
4894,20150723:2210,0.0,0.0,23.37,3.14,0.0
4895,20150723:2310,0.0,0.0,22.82,2.83,0.0
4896,20150724:0010,0.0,0.0,22.28,2.51,0.0
4897,20150724:0110,0.0,0.0,22.19,2.43,0.0
4898,20150724:0210,0.0,0.0,22.11,2.35,0.0
4899,20150724:0310,0.0,0.0,22.02,2.28,0.0
4900,20150724:0410,9.12,6.77,22.62,2.35,0.0
4901,20150724:0510,49.7,16.31,23.23,2.42,0.0
4902,20150724:0610,62.93,26.23,23.83,2.5,0.0
4903,20150724:0710,69.77,36.17,25.42,2.22,0.0
4904,20150724:0810,75.7,45.69,27.01,1.94,0.0
4905,20150724:0910,80.26,54.04,28.59,1.66,0.0
4906,20150724:1010,86.18,59.94,29.08,2.27,0.0
4907,20150724:1110,196.21,61.62,29.56,2.88,0.0
4908,20150724:1210,405.85,58.37,30.04,3.49,0.0
4909,20150724:1310,559.27,51.48,30.27,3.94,0.0
4910,20150724:1410,576.52,42.63,30.49,4.39,0.0
4911,20150724:1510,714.65,32.91,30.72,4.84,0.0
4912,20150724:1610,679.95,22.93,29.98,4.39,0.0
4913,20150724:1710,447.64,13.1,29.23,3.93,0.0
4914,20150724:1810,125.4,3.76,28.49,3.48,0.0
4915,20150724:1910,0.0,0.0,27.64,3.31,0.0
4916,20150724:2010,0.0,0.0,26.78,3.14,0.0
4917,20150724:2110,0.0,0.0,25.93,2.98,0.0
4918,20150724:2210,0.0,0.0,25.48,3.03,0.0
4919,20150724:2310,0.0,0.0,25.03,3.09,0.0
4920,20150725:0010,0.0,0.0,24.58,3.14,0.0
4921,20150725:0110,0.0,0.0,24.53,3.12,0.0
4922,20150725:0210,0.0,0.0,24.48,3.09,0.0
4923,20150725:0310,0.0,0.0,24.43,3.06,0.0
4924,20150725:0410,3.19,6.61,25.0,3.24,0.0
4925,20150725:0510,8.66,16.16,25.57,3.41,0.0
4926,20150725:0610,55.63,26.08,26.14,3.59,0.0
4927,20150725:0710,69.77,36.02,26.95,3.48,0.0
4928,20150725:0810,59.74,45.53,27.76,3.37,0.0
4929,20150725:0910,180.12,53.86,28.57,3.26,0.0
4930,20150725:1010,176.47,59.73,28.21,3.79,0.0
4931,20150725:1110,271.41,61.41,27.84,4.32,0.0
4932,20150725:1210,386.65,58.18,27.47,4.86,0.0
4933,20150725:1310,279.45,51.31,28.11,4.38,0.0
4934,20150725:1410,50.27,42.48,28.74,3.9,0.0
4935,20150725:1510,184.68,32.77,29.38,3.42,0.0
4936,20150725:1610,17.95,22.79,28.58,4.34,0.0
4937,20150725:1710,8.98,12.95,27.79,5.25,0.0
4938,20150725:1810,1.8,3.6,26.99,6.17,0.0
4939,20150725:1910,0.0,0.0,25.88,6.8,0.0
4940,20150725:2010,0.0,0.0,24.76,7.43,0.0
4941,20150725:2110,0.0,0.0,23.65,8.06,0.0
4942,20150725:2210,0.0,0.0,22.69,7.87,0.0
4943,20150725:2310,0.0,0.0,21.73,7.68,0.0
4944,20150726:0010,0.0,0.0,20.78,7.49,0.0
4945,20150726:0110,0.0,0.0,19.74,6.86,0.0
4946,20150726:0210,0.0,0.0,18.71,6.23,0.0
4947,20150726:0310,0.0,0.0,17.67,5.6,0.0
4948,20150726:0410,13.68,6.44,17.61,5.85,0.0
4949,20150726:0510,14.59,16.0,17.56,6.11,0.0
4950,20150726:0610,75.7,25.92,17.5,6.36,0.0
4951,20150726:0710,85.27,35.86,18.65,5.96,0.0
4952,20150726:0810,77.98,45.36,19.8,5.56,0.0
4953,20150726:0910,98.04,53.68,20.94,5.16,0.0
4954,20150726:1010,89.38,59.53,21.84,4.34,0.0
4955,20150726:1110,198.58,61.19,22.74,3.51,0.0
4956,20150726:1210,406.41,57.98,23.63,2.69,0.0
4957,20150726:1310,590.42,51.13,24.03,2.39,0.0
4958,20150726:1410,722.53,42.32,24.42,2.08,0.0
4959,20150726:1510,777.62,32.61,24.82,1.78,0.0
4960,20150726:1610,716.39,22.64,24.2,2.16,0.0
4961,20150726:1710,515.27,12.8,23.57,2.53,0.0
4962,20150726:1810,133.48,3.44,22.95,2.91,0.0
4963,20150726:1910,0.0,0.0,21.91,3.06,0.0
4964,20150726:2010,0.0,0.0,20.86,3.21,0.0
4965,20150726:2110,0.0,0.0,19.82,3.37,0.0
4966,20150726:2210,0.0,0.0,19.81,3.07,0.0
4967,20150726:2310,0.0,0.0,19.8,2.78,0.0
4968,20150727:0010,0.0,0.0,19.79,2.48,0.0
4969,20150727:0110,0.0,0.0,19.15,1.85,0.0
4970,20150727:0210,0.0,0.0,18.52,1.22,0.0
4971,20150727:0310,0.0,0.0,17.88,0.59,0.0
4972,20150727:0410,2.74,6.27,17.94,1.29,0.0
4973,20150727:0510,43.32,15.84,18.01,1.98,0.0
4974,20150727:0610,67.94,25.76,18.07,2.68,0.0
4975,20150727:0710,42.86,35.7,18.5,2.65,0.0
4976,20150727:0810,108.99,45.19,18.93,2.63,0.0
4977,20150727:0910,46.97,53.49,19.36,2.61,0.0
4978,20150727:1010,50.16,59.31,19.78,2.4,0.0
4979,20150727:1110,162.19,60.97,20.2,2.19,0.0
4980,20150727:1210,337.82,57.77,20.61,1.99,0.0
4981,20150727:1310,68.23,50.95,21.72,2.33,0.0
4982,20150727:1410,238.67,42.15,22.82,2.68,0.0
4983,20150727:1510,117.45,32.45,23.93,3.02,0.0
4984,20150727:1610,628.16,22.48,23.49,2.71,0.0
4985,20150727:1710,556.86,12.63,23.06,2.4,0.0
4986,20150727:1810,5.39,3.27,22.62,2.1,0.0
4987,20150727:1910,0.0,0.0,21.79,2.41,0.0
4988,20150727:2010,0.0,0.0,20.96,2.72,0.0
4989,20150727:2110,0.0,0.0,20.13,3.03,0.0
4990,20150727:2210,0.0,0.0,20.07,3.03,0.0
4991,20150727:2310,0.0,0.0,20.01,3.03,0.0
4992,20150728:0010,0.0,0.0,19.95,3.03,0.0
4993,20150728:0110,0.0,0.0,19.35,2.8,0.0
4994,20150728:0210,0.0,0.0,18.76,2.57,0.0
4995,20150728:0310,0.0,0.0,18.17,2.33,0.0
4996,20150728:0410,2.28,6.1,18.7,2.33,0.0
4997,20150728:0510,17.78,15.67,19.24,2.33,0.0
4998,20150728:0610,39.22,25.6,19.77,2.33,0.0
4999,20150728:0710,37.39,35.54,20.17,2.28,0.0
5000,20150728:0810,59.74,45.01,20.58,2.23,0.0
5001,20150728:0910,105.34,53.29,20.98,2.18,0.0
5002,20150728:1010,168.27,59.1,20.9,2.44,0.0
5003,20150728:1110,277.09,60.74,20.81,2.69,0.0
5004,20150728:1210,77.8,57.56,20.72,2.95,0.0
5005,20150728:1310,151.12,50.76,22.09,3.54,0.0
5006,20150728:1410,107.13,41.98,23.45,4.12,0.0
5007,20150728:1510,318.17,32.29,24.81,4.7,0.0
5008,20150728:1610,379.65,22.32,24.09,4.22,0.0
5009,20150728:1710,93.27,12.47,23.38,3.74,0.0
5010,20150728:1810,26.98,3.09,22.66,3.26,0.0
5011,20150728:1910,0.0,0.0,21.75,2.94,0.0
5012,20150728:2010,0.0,0.0,20.83,2.62,0.0
5013,20150728:2110,0.0,0.0,19.92,2.3,0.0
5014,20150728:2210,0.0,0.0,19.79,2.35,0.0
5015,20150728:2310,0.0,0.0,19.67,2.4,0.0
5016,20150729:0010,0.0,0.0,19.55,2.44,0.0
5017,20150729:0110,0.0,0.0,19.35,3.34,0.0
5018,20150729:0210,0.0,0.0,19.16,4.23,0.0
5019,20150729:0310,0.0,0.0,18.96,5.13,0.0
5020,20150729:0410,2.28,5.93,18.06,4.21,0.0
5021,20150729:0510,8.21,15.51,17.17,3.28,0.0
5022,20150729:0610,42.86,25.44,16.27,2.36,0.0
5023,20150729:0710,45.6,35.37,16.25,2.18,0.0
5024,20150729:0810,76.61,44.84,16.24,2.0,0.0
5025,20150729:0910,69.31,53.09,16.22,1.82,0.0
5026,20150729:1010,139.99,58.87,16.45,2.23,0.0
5027,20150729:1110,92.77,60.51,16.68,2.63,0.0
5028,20150729:1210,67.63,57.34,16.9,3.03,0.0
5029,20150729:1310,580.16,50.57,17.74,3.36,0.0
5030,20150729:1410,617.48,41.8,18.57,3.69,0.0
5031,20150729:1510,652.85,32.12,19.41,4.01,0.0
5032,20150729:1610,253.53,22.15,19.19,3.77,0.0
5033,20150729:1710,33.52,12.29,18.98,3.54,0.0
5034,20150729:1810,27.43,2.91,18.76,3.3,0.0
5035,20150729:1910,0.0,0.0,18.22,2.87,0.0
5036,20150729:2010,0.0,0.0,17.67,2.44,0.0
5037,20150729:2110,0.0,0.0,17.13,2.01,0.0
5038,20150729:2210,0.0,0.0,17.07,2.84,0.0
5039,20150729:2310,0.0,0.0,17.01,3.67,0.0
5040,20150730:0010,0.0,0.0,16.95,4.5,0.0
5041,20150730:0110,0.0,0.0,17.03,4.14,0.0
5042,20150730:0210,0.0,0.0,17.12,3.79,0.0
5043,20150730:0310,0.0,0.0,17.21,3.43,0.0
5044,20150730:0410,2.28,5.76,17.23,3.12,0.0
5045,20150730:0510,31.46,15.34,17.24,2.8,0.0
5046,20150730:0610,54.72,25.28,17.26,2.48,0.0
5047,20150730:0710,76.15,35.21,17.99,2.56,0.0
5048,20150730:0810,127.23,44.66,18.72,2.63,0.0
5049,20150730:0910,117.65,52.89,19.44,2.7,0.0
5050,20150730:1010,102.6,58.65,20.12,2.95,0.0
5051,20150730:1110,195.22,60.27,20.8,3.2,0.0
5052,20150730:1210,384.73,57.12,21.47,3.45,0.0
5053,20150730:1310,457.53,50.37,21.82,3.23,0.0
5054,20150730:1410,616.8,41.62,22.16,3.02,0.0
5055,20150730:1510,733.79,31.95,22.5,2.8,0.0
5056,20150730:1610,710.51,21.97,21.92,2.79,0.0
5057,20150730:1710,224.84,12.11,21.35,2.78,0.0
5058,20150730:1810,5.98,2.72,20.77,2.77,0.0
5059,20150730:1910,0.0,0.0,19.7,3.14,0.0
5060,20150730:2010,0.0,0.0,18.62,3.52,0.0
5061,20150730:2110,0.0,0.0,17.55,3.89,0.0
5062,20150730:2210,0.0,0.0,17.18,3.27,0.0
5063,20150730:2310,0.0,0.0,16.81,2.65,0.0
5064,20150731:0010,0.0,0.0,16.45,2.03,0.0
5065,20150731:0110,0.0,0.0,16.63,1.97,0.0
5066,20150731:0210,0.0,0.0,16.81,1.91,0.0
5067,20150731:0310,0.0,0.0,16.99,1.85,0.0
5068,20150731:0410,3.19,5.58,17.4,1.76,0.0
5069,20150731:0510,10.94,15.17,17.82,1.66,0.0
5070,20150731:0610,78.43,25.11,18.23,1.57,0.0
5071,20150731:0710,70.68,35.04,19.86,1.6,0.0
5072,20150731:0810,72.5,44.48,21.49,1.62,0.0
5073,20150731:0910,85.73,52.69,23.12,1.64,0.0
5074,20150731:1010,82.08,58.42,23.74,1.79,0.0
5075,20150731:1110,224.17,60.03,24.36,1.94,0.0
5076,20150731:1210,364.61,56.89,24.97,2.1,0.0
5077,20150731:1310,555.44,50.16,24.89,1.94,0.0
5078,20150731:1410,658.19,41.43,24.8,1.77,0.0
5079,20150731:1510,747.83,31.76,24.71,1.61,0.0
5080,20150731:1610,676.94,21.79,23.79,1.64,0.0
5081,20150731:1710,462.78,11.93,22.88,1.66,0.0
5082,20150731:1810,29.68,2.53,21.96,1.68,0.0
5083,20150731:1910,0.0,0.0,20.64,1.9,0.0
5084,20150731:2010,0.0,0.0,19.31,2.11,0.0
5085,20150731:2110,0.0,0.0,17.99,2.33,0.0
5086,20150731:2210,0.0,0.0,17.46,2.36,0.0
5087,20150731:2310,0.0,0.0,16.93,2.39,0.0
5088,20150801:0010,0.0,0.0,16.4,2.41,0.0
5089,20150801:0110,0.0,0.0,15.79,2.43,0.0
5090,20150801:0210,0.0,0.0,15.19,2.44,0.0
5091,20150801:0310,0.0,0.0,14.59,2.46,0.0
5092,20150801:0410,14.14,5.4,16.0,2.88,0.0
5093,20150801:0510,31.92,15.0,17.41,3.3,0.0
5094,20150801:0610,39.67,24.94,18.82,3.72,0.0
5095,20150801:0710,63.84,34.86,20.56,4.79,0.0
5096,20150801:0810,67.94,44.29,22.3,5.86,0.0
5097,20150801:0910,72.05,52.48,24.04,6.92,0.0
5098,20150801:1010,70.68,58.18,24.77,6.97,0.0
5099,20150801:1110,204.72,59.78,25.5,7.01,0.0
5100,20150801:1210,404.24,56.66,26.23,7.05,0.0
5101,20150801:1310,601.43,49.95,26.46,6.96,0.0
5102,20150801:1410,728.64,41.24,26.7,6.87,0.0
5103,20150801:1510,758.63,31.58,26.94,6.79,0.0
5104,20150801:1610,732.73,21.61,25.87,6.08,0.0
5105,20150801:1710,467.73,11.74,24.8,5.38,0.0
5106,20150801:1810,1.2,2.33,23.73,4.68,0.0
5107,20150801:1910,0.0,0.0,22.66,4.28,0.0
5108,20150801:2010,0.0,0.0,21.6,3.89,0.0
5109,20150801:2110,0.0,0.0,20.54,3.49,0.0
5110,20150801:2210,0.0,0.0,20.01,3.39,0.0
5111,20150801:2310,0.0,0.0,19.49,3.3,0.0
5112,20150802:0010,0.0,0.0,18.96,3.2,0.0
5113,20150802:0110,0.0,0.0,18.84,2.75,0.0
5114,20150802:0210,0.0,0.0,18.73,2.3,0.0
5115,20150802:0310,0.0,0.0,18.62,1.85,0.0
5116,20150802:0410,2.28,5.22,18.88,2.09,0.0
5117,20150802:0510,9.58,14.83,19.15,2.33,0.0
5118,20150802:0610,31.92,24.77,19.41,2.57,0.0
5119,20150802:0710,97.13,34.69,19.8,2.56,0.0
5120,20150802:0810,101.23,44.1,20.18,2.55,0.0
5121,20150802:0910,133.61,52.27,20.56,2.54,0.0
5122,20150802:1010,171.91,57.94,20.85,1.99,0.0
5123,20150802:1110,55.66,59.53,21.15,1.43,0.0
5124,20150802:1210,186.31,56.42,21.44,0.88,0.0
5125,20150802:1310,331.9,49.73,21.37,1.33,0.0
5126,20150802:1410,282.4,41.03,21.3,1.78,0.0
5127,20150802:1510,182.85,31.39,21.23,2.23,0.0
5128,20150802:1610,214.01,21.42,20.97,2.75,0.0
5129,20150802:1710,108.12,11.54,20.72,3.26,0.0
5130,20150802:1810,1.2,2.12,20.47,3.78,0.0
5131,20150802:1910,0.0,0.0,20.11,3.49,0.0
5132,20150802:2010,0.0,0.0,19.76,3.19,0.0
5133,20150802:2110,0.0,0.0,19.41,2.9,0.0
5134,20150802:2210,0.0,0.0,18.96,3.03,0.0
5135,20150802:2310,0.0,0.0,18.51,3.17,0.0
5136,20150803:0010,0.0,0.0,18.06,3.31,0.0
5137,20150803:0110,0.0,0.0,17.94,2.89,0.0
5138,20150803:0210,0.0,0.0,17.83,2.47,0.0
5139,20150803:0310,0.0,0.0,17.72,2.06,0.0
5140,20150803:0410,1.82,5.03,18.62,2.02,0.0
5141,20150803:0510,28.73,14.65,19.52,1.98,0.0
5142,20150803:0610,78.89,24.6,20.42,1.94,0.0
5143,20150803:0710,120.84,34.51,21.95,1.56,0.0
5144,20150803:0810,149.11,43.91,23.48,1.18,0.0
5145,20150803:0910,118.56,52.06,25.01,0.8,0.0
5146,20150803:1010,83.9,57.7,25.17,1.08,0.0
5147,20150803:1110,179.47,59.27,25.34,1.36,0.0
5148,20150803:1210,404.79,56.17,25.5,1.64,0.0
5149,20150803:1310,604.27,49.51,25.57,1.86,0.0
5150,20150803:1410,744.08,40.83,25.64,2.07,0.0
5151,20150803:1510,779.31,31.19,25.72,2.29,0.0
5152,20150803:1610,680.1,21.22,25.21,1.97,0.0
5153,20150803:1710,372.59,11.34,24.7,1.66,0.0
5154,20150803:1810,0.0,1.91,24.19,1.34,1.0
5155,20150803:1910,0.0,0.0,23.3,1.59,0.0
5156,20150803:2010,0.0,0.0,22.42,1.83,0.0
5157,20150803:2110,0.0,0.0,21.53,2.08,0.0
5158,20150803:2210,0.0,0.0,21.12,1.99,0.0
5159,20150803:2310,0.0,0.0,20.71,1.89,0.0
5160,20150804:0010,0.0,0.0,20.3,1.79,0.0
5161,20150804:0110,0.0,0.0,19.47,1.52,0.0
5162,20150804:0210,0.0,0.0,18.65,1.24,0.0
5163,20150804:0310,0.0,0.0,17.83,0.97,0.0
5164,20150804:0410,10.94,4.85,19.35,1.44,0.0
5165,20150804:0510,39.22,14.48,20.88,1.92,0.0
5166,20150804:0610,51.98,24.43,22.41,2.4,0.0
5167,20150804:0710,59.28,34.33,24.34,3.02,0.0
5168,20150804:0810,59.74,43.72,26.26,3.64,0.0
5169,20150804:0910,62.02,51.84,28.18,4.26,0.0
5170,20150804:1010,77.52,57.45,28.95,4.52,0.0
5171,20150804:1110,229.34,59.01,29.73,4.78,0.0
5172,20150804:1210,405.68,55.92,30.5,5.03,0.0
5173,20150804:1310,589.48,49.28,30.35,5.16,0.0
5174,20150804:1410,739.71,40.62,30.2,5.28,0.0
5175,20150804:1510,799.28,30.98,30.05,5.41,0.0
5176,20150804:1610,751.74,21.02,28.9,5.0,0.0
5177,20150804:1710,372.26,11.14,27.75,4.59,0.0
5178,20150804:1810,0.0,1.7,26.6,4.18,1.0
5179,20150804:1910,0.0,0.0,25.52,3.74,0.0
5180,20150804:2010,0.0,0.0,24.45,3.31,0.0
5181,20150804:2110,0.0,0.0,23.37,2.87,0.0
5182,20150804:2210,0.0,0.0,22.9,2.73,0.0
5183,20150804:2310,0.0,0.0,22.44,2.59,0.0
5184,20150805:0010,0.0,0.0,21.97,2.46,0.0
5185,20150805:0110,0.0,0.0,22.03,4.07,0.0
5186,20150805:0210,0.0,0.0,22.09,5.68,0.0
5187,20150805:0310,0.0,0.0,22.15,7.3,0.0
5188,20150805:0410,12.31,4.66,22.64,7.07,0.0
5189,20150805:0510,7.75,14.3,23.14,6.84,0.0
5190,20150805:0610,71.14,24.25,23.63,6.61,0.0
5191,20150805:0710,79.8,34.15,24.74,6.07,0.0
5192,20150805:0810,80.26,43.53,25.85,5.53,0.0
5193,20150805:0910,71.59,51.62,26.96,4.99,0.0
5194,20150805:1010,62.93,57.2,27.91,4.23,0.0
5195,20150805:1110,168.51,58.74,28.86,3.47,0.0
5196,20150805:1210,405.79,55.66,29.81,2.7,0.0
5197,20150805:1310,605.82,49.04,30.22,2.27,0.0
5198,20150805:1410,740.02,40.4,30.64,1.84,0.0
5199,20150805:1510,791.66,30.78,31.06,1.41,0.0
5200,20150805:1610,750.65,20.81,30.33,1.58,0.0
5201,20150805:1710,352.44,10.93,29.6,1.76,0.0
5202,20150805:1810,0.0,1.48,28.88,1.93,1.0
5203,20150805:1910,0.0,0.0,27.49,1.83,0.0
5204,20150805:2010,0.0,0.0,26.11,1.73,0.0
5205,20150805:2110,0.0,0.0,24.72,1.63,0.0
5206,20150805:2210,0.0,0.0,23.95,1.6,0.0
5207,20150805:2310,0.0,0.0,23.19,1.56,0.0
5208,20150806:0010,0.0,0.0,22.42,1.53,0.0
5209,20150806:0110,0.0,0.0,22.39,1.49,0.0
5210,20150806:0210,0.0,0.0,22.36,1.44,0.0
5211,20150806:0310,0.0,0.0,22.34,1.39,0.0
5212,20150806:0410,9.58,4.47,23.16,1.49,0.0
5213,20150806:0510,36.02,14.12,23.99,1.6,0.0
5214,20150806:0610,49.7,24.07,24.81,1.7,0.0
5215,20150806:0710,57.0,33.97,26.93,2.34,0.0
5216,20150806:0810,59.28,43.33,29.05,2.98,0.0
5217,20150806:0910,65.21,51.39,31.16,3.63,0.0
5218,20150806:1010,59.28,56.94,31.79,3.54,0.0
5219,20150806:1110,169.18,58.47,32.42,3.44,0.0
5220,20150806:1210,406.55,55.4,33.05,3.35,0.0
5221,20150806:1310,603.48,48.8,33.19,3.37,0.0
5222,20150806:1410,740.44,40.17,33.33,3.39,0.0
5223,20150806:1510,770.72,30.56,33.48,3.41,0.0
5224,20150806:1610,755.85,20.6,31.93,2.95,0.0
5225,20150806:1710,345.35,10.71,30.39,2.49,0.0
5226,20150806:1810,0.0,1.25,28.85,2.03,1.0
5227,20150806:1910,0.0,0.0,27.63,1.97,0.0
5228,20150806:2010,0.0,0.0,26.42,1.92,0.0
5229,20150806:2110,0.0,0.0,25.21,1.86,0.0
5230,20150806:2210,0.0,0.0,24.43,1.82,0.0
5231,20150806:2310,0.0,0.0,23.64,1.78,0.0
5232,20150807:0010,0.0,0.0,22.86,1.74,0.0
5233,20150807:0110,0.0,0.0,22.56,1.46,0.0
5234,20150807:0210,0.0,0.0,22.26,1.19,0.0
5235,20150807:0310,0.0,0.0,21.96,0.91,0.0
5236,20150807:0410,9.12,4.28,23.21,0.9,0.0
5237,20150807:0510,37.85,13.94,24.46,0.89,0.0
5238,20150807:0610,54.72,23.89,25.71,0.88,0.0
5239,20150807:0710,61.1,33.79,27.97,1.49,0.0
5240,20150807:0810,62.02,43.13,30.23,2.1,0.0
5241,20150807:0910,65.21,51.17,32.48,2.7,0.0
5242,20150807:1010,66.58,56.69,32.99,3.0,0.0
5243,20150807:1110,177.63,58.19,33.51,3.29,0.0
5244,20150807:1210,406.99,55.13,34.02,3.59,0.0
5245,20150807:1310,604.0,48.55,33.86,3.88,0.0
5246,20150807:1410,739.86,39.95,33.7,4.17,0.0
5247,20150807:1510,784.08,30.34,33.54,4.47,0.0
5248,20150807:1610,737.64,20.38,32.21,4.0,0.0
5249,20150807:1710,324.38,10.49,30.88,3.52,0.0
5250,20150807:1810,0.0,1.02,29.56,3.05,1.0
5251,20150807:1910,0.0,0.0,28.45,3.01,0.0
5252,20150807:2010,0.0,0.0,27.35,2.97,0.0
5253,20150807:2110,0.0,0.0,26.24,2.94,0.0
5254,20150807:2210,0.0,0.0,25.43,3.03,0.0
5255,20150807:2310,0.0,0.0,24.61,3.13,0.0
5256,20150808:0010,0.0,0.0,23.8,3.23,0.0
5257,20150808:0110,0.0,0.0,23.7,2.83,0.0
5258,20150808:0210,0.0,0.0,23.6,2.44,0.0
5259,20150808:0310,0.0,0.0,23.51,2.04,0.0
5260,20150808:0410,7.3,4.09,24.37,2.49,0.0
5261,20150808:0510,41.04,13.75,25.23,2.93,0.0
5262,20150808:0610,55.18,23.71,26.09,3.38,0.0
5263,20150808:0710,62.47,33.6,27.89,4.43,0.0
5264,20150808:0810,64.75,42.92,29.69,5.48,0.0
5265,20150808:0910,68.4,50.94,31.48,6.52,0.0
5266,20150808:1010,66.58,56.42,31.8,6.53,0.0
5267,20150808:1110,197.08,57.91,32.13,6.54,0.0
5268,20150808:1210,406.63,54.86,32.45,6.55,0.0
5269,20150808:1310,598.8,48.3,32.78,6.35,0.0
5270,20150808:1410,735.39,39.71,33.12,6.16,0.0
5271,20150808:1510,769.44,30.12,33.46,5.96,0.0
5272,20150808:1610,712.17,20.16,32.05,5.34,0.0
5273,20150808:1710,322.2,10.26,30.64,4.73,0.0
5274,20150808:1810,0.0,0.79,29.24,4.11,1.0
5275,20150808:1910,0.0,0.0,28.03,3.59,0.0
5276,20150808:2010,0.0,0.0,26.82,3.06,0.0
5277,20150808:2110,0.0,0.0,25.61,2.54,0.0
5278,20150808:2210,0.0,0.0,24.83,2.69,0.0
5279,20150808:2310,0.0,0.0,24.06,2.84,0.0
5280,20150809:0010,0.0,0.0,23.28,2.99,0.0
5281,20150809:0110,0.0,0.0,23.23,2.6,0.0
5282,20150809:0210,0.0,0.0,23.18,2.2,0.0
5283,20150809:0310,0.0,0.0,23.13,1.81,0.0
5284,20150809:0410,7.3,3.89,23.86,1.62,0.0
5285,20150809:0510,39.22,13.57,24.6,1.43,0.0
5286,20150809:0610,56.09,23.53,25.33,1.24,0.0
5287,20150809:0710,64.3,33.41,27.34,2.23,0.0
5288,20150809:0810,64.3,42.72,29.35,3.23,0.0
5289,20150809:0910,65.21,50.7,31.36,4.22,0.0
5290,20150809:1010,62.93,56.16,32.15,4.58,0.0
5291,20150809:1110,175.66,57.62,32.95,4.94,0.0
5292,20150809:1210,408.16,54.58,33.74,5.3,0.0
5293,20150809:1310,604.46,48.05,33.78,5.33,0.0
5294,20150809:1410,729.7,39.47,33.82,5.36,0.0
5295,20150809:1510,775.89,29.89,33.86,5.39,0.0
5296,20150809:1610,700.92,19.93,32.4,4.46,0.0
5297,20150809:1710,531.49,10.03,30.95,3.54,0.0
5298,20150809:1810,0.0,0.55,29.5,2.61,1.0
5299,20150809:1910,0.0,0.0,28.2,2.37,0.0
5300,20150809:2010,0.0,0.0,26.91,2.13,0.0
5301,20150809:2110,0.0,0.0,25.61,1.89,0.0
5302,20150809:2210,0.0,0.0,24.78,1.8,0.0
5303,20150809:2310,0.0,0.0,23.94,1.71,0.0
5304,20150810:0010,0.0,0.0,23.11,1.61,0.0
5305,20150810:0110,0.0,0.0,22.52,1.66,0.0
5306,20150810:0210,0.0,0.0,21.93,1.71,0.0
