u,v,MW,Diameter,Length,Losses [W],mass_flow_kg_s,velocity_m_s,Re_supply,Re_return,f_supply,f_return,dp_supply_Pa,dp_return_Pa,dp_total_Pa,dp_minor_supply_Pa,dp_minor_return_Pa,flow_regime_supply,flow_regime_return,V_dot_m3_s
60121874,60121873,0.18963159735057253,0.047,142.28,3378.296,1.8146564339767706,1.0837004854313643,157908.53130896905,114367.24410907988,0.01736488646272132,0.01829544985849281,15066.242321069301,15615.959576215253,30682.201897284554,170.02365289328085,167.35985075361424,turbulent,turbulent,0.001864514533869635
60121874,60121875,0.0703899132773164,0.032,27.0,519.534,0.6735876868642718,0.8677702438940338,86090.09769706758,62351.83835273772,0.019574376708805342,0.020731209314144267,3109.9134750075254,3235.7619899369665,6345.675464944492,109.01852823577433,107.31050829951262,turbulent,turbulent,0.0006920946623718528
60121874,99055023,0.25607662533827336,0.053,65.43,1645.565,2.4504940223758216,1.1508334568868603,189097.9484481759,136956.57258937703,0.016777932157491075,0.017652349893046766,6810.918417628631,7043.777861867745,13854.696279496377,191.7413430676184,188.7372845661423,turbulent,turbulent,0.0025178219052008548
60121874,99055131,0.2253523128172419,0.05,81.06,1983.376,2.156481462365951,1.1379319501162992,176394.38810172546,127755.85889041807,0.017012441363463082,0.017906425281057625,8804.848982783165,9112.63999758722,17917.488980370385,187.4663784731515,184.5292968871808,turbulent,turbulent,0.0022157312829681514
60121874,160032136,0.11993694653527456,0.039,25.87,557.705,1.1477219764141107,0.9954467989582173,120359.7092060259,87172.0364286713,0.018317449278707765,0.019340130694665385,3048.6349539537714,3160.528915206705,6209.163869160477,143.45870810542485,141.21110545072304,turbulent,turbulent,0.0011792558997936935
60121874,160127712,0.15631865968205477,0.043,37.2,844.514,1.4958723414550696,1.0672549848140351,142277.13650097526,103046.00939837693,0.017738908721194938,0.018701199882829367,4382.618388039297,4539.170636131402,8921.7890241707,164.9024813364679,162.3189138436784,turbulent,turbulent,0.0015369717756128604
60121875,99055040,0.03316410457110316,0.024,47.18,748.888,0.3173598523550541,0.7268420973597415,54081.63129497911,39169.303120348995,0.021575409658952258,0.02295191188106954,5483.099095976297,5736.7295908659535,11219.828686842251,76.4840633592679,75.2857688387126,turbulent,turbulent,0.00032607938676632964
60121875,99055182,0.037225808706213254,0.025,20.32,332.252,0.35622783450921774,0.751897090669247,58276.95900906653,42207.82209596923,0.021238597001772674,0.02257583053343059,2436.71220699599,2544.4806527611217,4981.192859757111,81.84791404886764,80.56558276812827,turbulent,turbulent,0.0003660152756055232
60121878,60121879,26.49426193105111,0.344,91.58,4309.205,253.5336069957044,2.826371341839026,3014297.628417973,2183143.0501508196,0.010606424487237686,0.010968033251179779,6599.144479151614,6678.4046592207005,13277.549138372315,1156.509617152362,1138.3902982206066,turbulent,turbulent,0.2604995007412705
60121878,1720870048,1.056515111298319,0.093,67.49,2141.863,10.110192452615495,1.5420700289794227,444616.4363412989,322019.05804861546,0.014382688834335139,0.015038477220320711,6333.131965205474,6502.697245409919,12835.829210615393,344.26985747909436,338.87609745000526,turbulent,turbulent,0.010387972298872079
60121879,9550757616,26.145613999484276,0.342,94.03,4418.0,250.19726315295958,2.821895412583781,2992026.8601704524,2167013.1655426384,0.010618469507836173,0.010980812222519612,6762.342902175505,6844.813967484656,13607.15686966016,1152.849548600612,1134.7875728577217,turbulent,turbulent,0.25707149008960584
60121879,1685932671,0.052884722415491324,0.029,156.45,2830.024,0.5060738987128357,0.7938318393777164,71371.52559787538,51691.72699427186,0.020326049901482287,0.021568597750374365,16764.746231484754,17505.385158243145,34270.1313897279,91.23213418523565,89.80277803323295,turbulent,turbulent,0.0005199783946398697
60121879,160025402,0.07953188232489009,0.033,49.73,974.807,0.7610706442573214,0.921950622662333,94323.53535061397,68315.0093491014,0.019242880263954057,0.02035789277685818,6070.488835701885,6314.600712606873,12385.089548308759,123.0569454478991,121.12898219686424,turbulent,turbulent,0.0007819812339956508
60121879,160025434,0.21623132682645668,0.049,44.51,1078.566,2.069199299774705,1.1368959872627016,172709.12425673183,125086.76010092908,0.01708712839024027,0.017986823398324036,5027.863678127722,5199.978848842999,10227.84252697072,187.1251984901321,184.19346225437187,turbulent,turbulent,0.0021260510230291865
60121881,7647383836,46.07919097078876,0.432,175.48,8725.041,440.9491958927154,3.1169628940863765,4174590.1826379965,3023499.5570882764,0.010117616919781983,0.010446153864644358,11040.952155007757,11175.915641416694,22216.86779642445,1406.5464251549913,1384.5097184197227,turbulent,turbulent,0.4530643757388078
60121881,98916121,0.03759820606341018,0.025,44.47,727.129,0.3597914455828725,0.7594188745923065,58859.946626386656,42630.05822589792,0.021200345656288467,0.022531634004912343,5331.234679551879,5572.0810424575675,10903.315722009447,83.49367566958743,82.1855598391572,turbulent,turbulent,0.0003696767977071626
60121882,7540526731,44.265501800052455,0.425,101.86,5045.126,423.59331866078907,3.0937257504951337,4076328.8310760767,2952332.5347151672,0.010151916023785065,0.010482784342725851,7004.7421895725165,7075.263688561563,14080.00587813408,1385.6528237086463,1363.943462135601,turbulent,turbulent,0.4352316418167909
60121884,50930471,0.555589959969702,0.072,162.92,4681.995,5.316650334638296,1.3529560113894228,302005.3534271572,218731.18375137987,0.015396010355089902,0.016141556436339955,15652.115748671007,16140.331325705793,31792.4470743768,265.00749689947486,260.8555596527694,turbulent,turbulent,0.0054627265166177765
60121884,50930486,0.49954416303539445,0.069,83.84,2367.642,4.78032691899899,1.3245549737424045,283346.3006514433,205217.1295963903,0.015574244152993499,0.016335871664928423,8265.034398195925,8521.170051609117,16786.20444980504,253.9982838660904,250.01883065166712,turbulent,turbulent,0.00491166749266653
60121885,60121884,1.0551341230050963,0.093,271.37,8612.198,10.096977253637286,1.5400543638606026,444035.2708785472,321598.14163709985,0.014385157579343472,0.015041332773004016,24365.149574599312,25061.994641055684,49427.144215655,343.3704440871033,337.9907753875277,turbulent,turbulent,0.010374394009284306
60121885,8272793050,0.5163919687883252,0.07,332.77,9453.33,4.941549940558136,1.3303860418164335,288718.2176981877,209107.8082261386,0.015519680925512617,0.016276767084116416,31764.4567586557,32779.758174293005,64544.2149329487,256.23955189053754,252.2249841819985,turbulent,turbulent,0.005077320153557628
60121885,3907400247,0.1629407538632526,0.044,171.57,3941.134,1.559241663763183,1.0624748259828845,144933.8382401108,104970.15911850969,0.017664324142054474,0.018621879070230517,18924.71246723055,19629.299848883522,38554.01231611407,163.42861654614163,160.8681404533734,turbulent,turbulent,0.001602082184521514
60121885,50930472,0.4709598359046499,0.067,131.26,3661.498,4.506792688082775,1.3244285881402535,275107.11188823235,199249.79328636397,0.015667014686861085,0.01643497128262919,13244.887430756158,13664.182127957265,26909.069558713425,253.94981446292277,249.97112063048945,turbulent,turbulent,0.004630617846295471
60121885,99055094,0.03175799192418152,0.023,49.01,753.48,0.3039042289395361,0.7578646362972068,54040.3243218218,39139.38602439903,0.021626130867488057,0.022996654083048365,6469.587825171884,6766.61685575829,13236.204680930174,83.15226652430344,81.84949963442492,turbulent,turbulent,0.00031225406702493387
60121885,99758846,0.11997732419988022,0.039,151.41,3264.097,1.1481083655490931,0.9957819235227675,120400.22919682728,87201.38354273072,0.018316457784111395,0.019338985776678367,17157.28289514301,17823.397009236276,34980.679904379285,143.55531724575636,141.30620099203261,turbulent,turbulent,0.00117965290505839
60121887,1149524795,1.6750373874730453,0.112,39.75,1348.042,16.02906590883297,1.685709522836286,585327.9077710696,423931.11478523805,0.013721491173484257,0.014321447046549848,3750.4619148403585,3835.411982980606,7585.873897820964,411.3924216706776,404.94703601732493,turbulent,turbulent,0.0164694681548496
60121887,155463308,0.30014086633415266,0.056,54.59,1408.149,2.8721614003268194,1.2082125935949133,209763.46754026457,151923.83526387645,0.01646781687014656,0.017309885796071327,5865.748916699567,6058.452741251755,11924.201657951322,211.33796595988863,208.0268823762999,turbulent,turbulent,0.0029510746906470722
60121887,155463348,0.8086657276825099,0.083,82.77,2516.456,7.738428016100573,1.4818598566935164,381314.8281796927,276172.0704723049,0.014783223991202594,0.015471575892612348,8129.112179963,8359.766323026122,16488.878502989122,317.9106472488837,312.92986341114363,turbulent,turbulent,0.00795104309288123
60121887,155463638,0.0519349536058397,0.028,37.18,657.268,0.4969852019697579,0.8362535333590194,72592.95335527642,52576.36144267266,0.02030341780409745,0.02153147520966814,4650.45349334815,4848.442833208689,9498.896326556838,101.24340394626407,99.65719878321852,turbulent,turbulent,0.0005106399838784091
60121888,903970767,0.3901496496566407,0.062,95.38,2574.02,3.7334894703984753,1.2812743225501377,246281.7781995191,178372.68204243525,0.015990501369317248,0.016787178981368955,9981.989787044948,10303.474149053674,20285.463936098622,237.67037545476316,233.94673557349822,turbulent,turbulent,0.0038360679461246785
60121888,155463507,0.3815827714706536,0.062,53.98,1456.758,3.6515097748387904,1.2531401923419463,240873.94047591634,174455.9874097214,0.016041687740303057,0.01684631172400658,5519.4728441685,5694.283213694477,11213.756057862978,227.3474700641839,223.78556166556314,turbulent,turbulent,0.0037518358397097638
