,full_id,building_usage,yearly_demand_useful_renovated,yearly_demand_delivered_renovated,yearly_demand_useful_unrenovated,yearly_demand_delivered_unrenovated,consumer_size_renovated,consumer_size_unrenovated,npv_unrenovated_25years_ir_0.05_gas,npv_renovated_25years_ir_0.05_dh,savings_npv_25years_ir_0.05,operator_selling_price,NFA,npv_per_nfa
462,w155463660,mfh,6130.094348688484,7662.617935860605,13905.87916358521,15450.97684842801,r1,r1,-24934.116681596806,-38521.93347708673,-13587.816795489922,0.08839270228274748,49.947176152281465,-272.0437438557628
463,w155463661,sfh,10628.335831745004,13285.419789681255,28288.13498176796,31431.261090853288,r1,r1,-50722.40669163935,-88817.90435498195,-38095.4976633426,0.08839270228274748,78.16354378722608,-487.3819151169087
464,w155463663,sfh,12659.813951807402,15824.767439759253,34819.968665618944,38688.85407290994,r1,r1,-62434.395649835846,-91450.84236551306,-29016.446715677215,0.08839270228274748,104.99722011834383,-276.3544280788803
465,w155463665,trade,25152.751602532997,31440.939503166246,91176.58615386307,101307.31794873675,nr1,nr2,-140640.24274546036,-224246.9025457774,-83606.65980031705,0.08838917543097283,467.86907609552145,-178.69669972214126
466,w155463667,mfh,62170.68286456457,77713.3535807057,146194.04394705163,162437.82660783513,r2,r2,-241301.67687161564,-285339.0591147318,-44037.38224311615,0.08136760542010116,587.3173447391018,-74.98055801958044
467,w155463669,mfh,63822.83861379559,79778.54826724448,140665.8284842114,156295.3649824571,r2,r2,-232177.0393332076,-334716.1319398477,-102539.09260664013,0.08136760542010116,557.4523567564785,-183.94234298920372
468,w155463671,mfh,44460.06219337882,55575.07774172352,64400.332306606986,71555.92478511887,r2,r2,-106296.45201073834,-236421.83233974807,-130125.38032900973,0.08136760542010116,449.48969881236553,-289.49580084443517
469,w155576276,other,7036.542804460303,8795.678505575379,29597.66649141012,32886.2961015668,nr1,nr1,-49594.24686346771,-87552.23597179768,-37957.989108329966,0.08838917543097283,58.73152135126293,-646.2967114594204
470,w159548666,other,45034.07044829587,56292.58806036983,172565.87823967956,191739.86471075506,nr2,nr2,-266183.54589692876,-423643.8503970163,-157460.3045000875,0.08136760542010116,1258.4072781499474,-125.12666386639025
471,w159548667,trade,613413.7969842755,766767.2462303443,1971364.4926983076,2190404.9918870083,nr2,nr2,-3040837.4834850547,-3884126.7382473787,-843289.254762324,0.08136760542010116,15669.025621107221,-53.81887011700059
472,w159548669,trade,261494.21083095495,326867.76353869366,261494.21083095495,290549.1231455055,nr2,nr2,-403355.84867957793,-374848.8526056463,28506.99607393163,0.08136760542010116,2256.2803165019486,12.634509934531449
473,w159548670,mfh,23028.989782019133,28786.237227523914,54902.009333985516,61002.23259331724,r1,r2,-90618.92371422412,-127531.25212188644,-36912.328407662324,0.08839270228274748,188.14899220019578,-196.1866921316622
474,w159548671,other,12677.331192583715,15846.663990729643,44276.71471391971,49196.34968213301,nr1,nr1,-74190.65690407573,-103159.38749715325,-28968.73059307752,0.08838917543097283,318.3455893772654,-90.99774446300626
475,w159548672,ab,21983.144401197525,27478.930501496907,55824.92384522273,62027.693161358584,r1,r2,-92142.24719005152,-143290.38964117906,-51148.14245112754,0.08839270228274748,170.00981159284711,-300.85406231506886
476,w159548674,trade,10044.893361266411,12556.116701583014,33383.24480259189,37092.494225102106,nr1,nr1,-55937.41264446689,-103139.85505894768,-47202.44241448079,0.08838917543097283,118.95309109317604,-396.8156016854332
477,w159548675,mfh,94066.05527670533,117582.56909588166,193209.26924096223,214676.96582329136,r2,r2,-318903.00997398404,-471064.0548261408,-152161.04485215677,0.08136760542010116,865.047436706489,-175.89907604545056
478,w159548677,other,5052.772241354683,6315.965301693353,25288.07003564535,28097.855595161498,nr1,nr1,-42373.029252574204,-70384.73271408933,-28011.703461515128,0.08838917543097283,106.67055884185247,-262.600137897887
479,w159872586,mfh,61528.304105702184,76910.38013212773,112918.80769710969,125465.34188567742,r2,r2,-186378.9858465406,-300228.8717227388,-113849.88587619818,0.08136760542010116,633.9711885744706,-179.5821133957172
480,w159872589,mfh,104981.15974855874,131226.4496856984,200048.88086819276,222276.53429799195,r2,r2,-330192.1822975779,-470729.911467619,-140537.7291700411,0.08136760542010116,1091.462102752924,-128.76097925486548
481,w159872591,mfh,238842.17683578568,298552.7210447321,426142.4340857789,473491.5934286432,r2,r2,-703372.5940866156,-940064.2233246713,-236691.62923805567,0.08136760542010116,2692.1037788091226,-87.92069276867122
482,w159872593,mfh,41771.57313857874,52214.46642322342,73718.42960653547,81909.36622948386,r1,r2,-121676.50747004262,-196063.30192036743,-74386.79445032481,0.08839270228274748,436.90541737405584,-170.25834767033498
483,w159872596,mfh,23926.839112240952,29908.54889030119,53396.64036048387,59329.60040053763,r1,r2,-88134.2256525985,-141695.62999149083,-53561.40433889233,0.08839270228274748,218.88012801047884,-244.70656530467713
484,w159872599,mfh,46825.5540892305,58531.94261153812,88953.80797896282,98837.56442106981,r2,r2,-146823.37563090803,-214988.49503325156,-68165.11940234352,0.08136760542010116,487.8712977081537,-139.71947052954144
485,w159872601,mfh,59138.13100415723,73922.66375519653,127483.5024611991,141648.336067999,r2,r2,-210418.8521421257,-274765.70314829965,-64346.851006173965,0.08136760542010116,629.8896718598901,-102.15574866654902
486,w159872603,mfh,41977.27905722256,52471.59882152819,65570.2207830621,72855.800870069,r1,r2,-108227.42021915349,-191973.10452516528,-83745.6843060118,0.08839270228274748,453.131132603623,-184.8155606188914
487,w159872608,mfh,36148.8017943321,45186.00224291513,90295.55495996469,100328.39439996076,r1,r2,-149038.0061843281,-197176.42933760944,-48138.42315328136,0.08839270228274748,317.054659525305,-151.83004477951633
488,w159872611,mfh,49392.47210315651,61740.59012894564,106389.89735925275,118210.99706583639,r2,r2,-175602.64386888864,-243116.5756780396,-67513.93180915096,0.08136760542010116,474.9952949794941,-142.13600118305507
489,w159872613,mfh,49483.41463924298,61854.26829905373,117487.30554018391,130541.45060020433,r2,r2,-193919.55426201876,-261793.7184899206,-67874.16422790184,0.08136760542010116,461.6615135567263,-147.02149136276628
490,w159872615,mfh,16719.873106670097,20899.841383337618,35300.25422503271,39222.50469448079,r1,r1,-63295.57789067313,-107005.35517578234,-43709.777285109216,0.08839270228274748,129.00588214695452,-338.8200333014124
491,w159872617,mfh,23274.884584316744,29093.605730395928,49655.938212222434,55173.26468024715,r1,r1,-89036.22293511302,-124046.02704856331,-35009.804113450286,0.08839270228274748,185.93316667452453,-188.29241033007762
492,w159872620,mfh,17497.094806705965,21871.368508382457,42371.2083776176,47079.12041957511,r1,r1,-75974.24378563245,-95698.16598059345,-19723.922194960993,0.08839270228274748,129.2747205838561,-152.57369813587613
493,w159872622,mfh,46366.44062561429,57958.05078201786,68473.34354301219,76081.4928255691,r2,r2,-113019.19128743192,-247755.41775815864,-134736.22647072672,0.08136760542010116,447.3657494872576,-301.1768930123794
494,w159872625,mfh,25116.058872769172,31395.073590961463,48722.326522949574,54135.91835883286,r1,r1,-87362.19840766053,-142160.03886388312,-54797.84045622259,0.08839270228274748,238.36158968657256,-229.8937531347966
495,w159872628,mfh,19006.772350224233,23758.46543778029,26306.856925514938,29229.84102834993,r1,r1,-47169.85042014047,-128865.67080031004,-81695.82038016956,0.08839270228274748,167.04002443812786,-489.079312907009
496,w159872630,mfh,18074.7621351929,22593.452668991125,34338.764195132855,38154.18243903651,r1,r1,-61571.56574360267,-89156.35753463465,-27584.79179103198,0.08839270228274748,195.52493976540862,-141.08068169783505
497,w159872632,th,16477.88462317202,20597.355778965022,16477.88462317202,18308.760692413354,r1,r1,-29545.884372127155,-27456.43952215544,2089.4448499717146,0.08839270228274748,133.65780365467072,15.632793543205125
498,w159872635,th,6739.6868476192685,8424.608559524086,22380.32681980364,24867.02979978182,r1,r1,-40129.33477507525,-73862.90759502102,-33733.57281994577,0.08839270228274748,49.369007284846155,-683.2945338623472
499,w159872640,mfh,16908.877072954834,21136.09634119354,39635.3061200242,44039.229022249114,r1,r1,-71068.59881937128,-95445.47920741129,-24376.88038804001,0.08839270228274748,133.91130499513818,-182.0375089984004
500,w159872643,other,9591.78852868142,11989.735660851775,35046.307894264784,38940.34210473865,nr1,nr1,-58724.06346174953,-90046.23627971968,-31322.172817970153,0.08838917543097283,87.82295271442271,-356.6513291783945
501,w159872648,mfh,16965.31316645674,21206.641458070924,37854.23601442721,42060.26223825246,r1,r1,-67875.02800600245,-107241.12656421705,-39366.098558214595,0.08839270228274748,133.79360626488923,-294.23004325241243
502,w159872651,other,34799.30109969496,43499.126374618696,134999.97203711804,149999.96893013114,nr1,nr2,-208237.98783045576,-313187.20908776164,-104949.22125730588,0.08838917543097283,467.48304517045614,-224.4984547386927
503,w159872654,mfh,15572.749109392586,19465.93638674073,36431.14482459692,40479.049805107694,r1,r1,-65323.335922505845,-82215.91851734575,-16892.582594839907,0.08839270228274748,134.11286987382917,-125.95795325782028
504,w159872660,mfh,16010.967487406166,20013.709359257708,32677.13716339124,36307.93018154582,r1,r1,-58592.16388030767,-86431.3797988384,-27839.215918530732,0.08839270228274748,131.42538360562176,-211.82525897790038
505,w159872663,other,40789.69983623175,50987.12479528969,40789.69983623175,45321.88870692417,nr1,nr1,-68347.76801583076,-63517.31976308444,4830.448252746326,0.08838917543097283,509.8066861014813,9.475058653477104
506,w159872669,other,6140.942525975589,7676.178157469486,28697.887838121846,31886.542042357607,nr1,nr1,-48086.56568641925,-82349.69006298005,-34263.1243765608,0.08838917543097283,96.41428965386004,-355.3739233008916
507,w159872671,mfh,41085.27500261371,51356.59375326713,88774.61527216679,98638.46141351866,r1,r2,-146527.6077633148,-196421.75888055135,-49894.15111723656,0.08839270228274748,385.8471666022902,-129.3106583018262
508,w159872676,trade,21572.307796555673,26965.38474569459,76847.61831763922,85386.24257515468,nr1,nr2,-118537.75350137243,-195048.8319950568,-76511.07849368437,0.08838917543097283,450.3884779855609,-169.87796587491135
509,w159872680,trade,6347.627257792996,7934.534072241245,25219.515671661942,28021.684079624378,nr1,nr1,-42258.15864100257,-74451.41531404569,-32193.25667304312,0.08838917543097283,74.82275880910456,-430.26022009129383
510,w159872682,mfh,17098.113549140475,21372.641936425593,40209.65990071562,44677.39988968402,r1,r1,-72098.45130232525,-115527.85518211532,-43429.40387979007,0.08839270228274748,128.20031198486686,-338.7620763740154
511,w159872688,trade,5317.786693607912,6647.23336700989,23790.325404164127,26433.694893515694,nr1,nr1,-39863.38826402969,-61880.34166582964,-22016.953401799954,0.08838917543097283,74.73616111706941,-294.595722776178
512,w159872690,mfh,37662.36732773164,47077.95915966455,86576.21769277228,96195.79743641363,r1,r2,-142899.02613292684,-200070.61530698996,-57171.58917406312,0.08839270228274748,271.2794532585889,-210.7479519267758
513,w159872699,mfh,43877.34349126553,54846.67936408191,88840.55859697518,98711.73177441687,r1,r2,-146636.45101318427,-195022.71214904252,-48386.26113585825,0.08839270228274748,406.91918786983007,-118.90877249891838
514,w159872700,mfh,40678.93594210743,50848.66992763429,63430.90905740524,70478.78784156138,r1,r2,-104696.36318827284,-188273.59943867096,-83577.23625039813,0.08839270228274748,406.7131608505966,-205.49429990316855
515,w159872708,mfh,46872.894326570284,58591.11790821285,82901.00870076058,92112.23188973397,r2,r2,-136832.88233744327,-243941.85416809417,-107108.9718306509,0.08136760542010116,435.5580747295171,-245.91203342324877
516,w159872710,mfh,15785.244708098155,19731.555885122692,21777.975412659216,24197.75045851024,r1,r1,-39049.28078550852,-95287.31114012755,-56238.03035461903,0.08839270228274748,142.59727319749075,-394.3836308618042
517,w159872717,mfh,42624.77941045999,53280.97426307498,92648.7452669225,102943.05029658055,r1,r2,-152922.08211338992,-203234.8763139807,-50312.79420059078,0.08839270228274748,364.7500545413,-137.9377290672727
518,w159872718,mfh,25865.705318047403,32332.131647559254,63209.79611897486,70233.10679886096,r1,r2,-104331.40356761562,-155107.1817365131,-50775.77816889748,0.08839270228274748,186.0198295045644,-272.9589544519585
519,w159872719,mfh,20853.61252597942,26067.015657474276,62964.44540983133,69960.49489981259,r1,r2,-103926.438112529,-143550.54229813215,-39624.10418560315,0.08839270228274748,169.79583046399057,-233.3632344052549
520,w159872726,mfh,18695.70090016346,23369.626125204326,41050.78247638799,45611.98052931999,r1,r1,-73606.63702712717,-111163.87791816788,-37557.24089104071,0.08839270228274748,172.48843573874328,-217.73773256269862
521,w159872727,mfh,21043.444879268325,26304.306099085406,21043.444879268325,23381.60542140925,r1,r1,-37732.22130222721,-35063.849813157576,2668.3714890696356,0.08839270228274748,172.59632431017235,15.460187230142358
522,w159872732,mfh,18976.199229647278,23720.249037059097,47225.41326906549,52472.681410072764,r1,r1,-84678.13871639597,-122293.185872086,-37615.04715569003,0.08839270228274748,140.4957689295523,-267.7308181042167
523,w159872736,mfh,14679.616639748732,18349.520799685914,36274.088174880875,40304.54241653431,r1,r1,-65041.723463230664,-90013.07410801877,-24971.35064478811,0.08839270228274748,118.37831126665697,-210.94531910104774
524,w159872737,mfh,24944.26660849226,31180.333260615324,61556.52722070218,68396.14135633575,r1,r2,-101602.58817471648,-149397.673297117,-47795.08512240052,0.08839270228274748,187.97203346798193,-254.26700047133158
525,w159872743,other,31827.00488865078,39783.75611081347,113283.89066886077,125870.98963206752,nr1,nr2,-174740.84690923398,-297205.5373564586,-122464.69044722462,0.08838917543097283,753.6066189933568,-162.50479674768377
526,w159872746,mfh,44537.18740147157,55671.484251839465,44537.18740147157,49485.76377941285,r2,r1,-79857.98051851674,-68312.57751619162,11545.40300232511,0.08136760542010116,394.377677144669,29.274991135185186
527,w159872748,trade,55207.313642999135,69009.14205374892,55207.313642999135,61341.45960333237,nr2,nr2,-85157.49842808953,-79139.02991870185,6018.468509387676,0.08136760542010116,575.8923149108887,10.450683840639462
528,w159872750,mfh,17865.116812482014,22331.396015602517,24037.222862000235,26708.025402222484,r1,r1,-43100.25367631174,-204782.9461309771,-161682.69245466538,0.08839270228274748,127.08080641776323,-1272.2825500741042
529,w159872753,other,25725.96143987,32157.451799837498,88884.54137689188,98760.60152987986,nr1,nr2,-137104.75466222907,-233935.62566904473,-96830.87100681567,0.08838917543097283,434.5401292324066,-222.83527916711063
530,w159872756,mfh,33635.93448393886,42044.91810492357,78579.29604288908,87310.32893654342,r1,r2,-129699.64706228138,-186361.42231422482,-56661.77525194344,0.08839270228274748,252.43327465518377,-224.46238646367726
531,w159872759,mfh,40885.04737063046,51106.30921328808,89723.47994521554,99692.75549468394,r1,r2,-148093.76347355582,-212245.98109246904,-64152.217618913215,0.08839270228274748,386.07803563163617,-166.16386247914392
532,w159872763,trade,70170.62199602295,87713.27749502868,221339.4897592335,245932.76639914833,nr2,nr2,-341417.03349545744,-461851.10315826687,-120434.06966280943,0.08136760542010116,1345.7076428122818,-89.49497337410104
533,w159872767,mfh,45082.85482234876,56353.568527935946,83343.79298090824,92604.21442323137,r2,r2,-137563.72325549545,-193696.76771333095,-56133.044457835495,0.08136760542010116,486.0339612279087,-115.49202100203416
534,w159872769,other,35443.64525157622,44304.55656447027,124167.66940780358,137964.07711978175,nr1,nr2,-191529.1184206251,-303516.4617474357,-111987.34332681057,0.08838917543097283,563.4171857964247,-198.76451437758257
535,w159872774,other,119011.47723873041,148764.346548413,413797.37386652373,459774.85985169304,nr2,nr2,-638284.0766796593,-882059.0604666504,-243774.9837869911,0.08136760542010116,2747.8572637828997,-88.71457298746033
536,w159872776,sfh,12444.034937831644,15555.043672289554,36321.68634447571,40357.42927163968,r1,r1,-65127.06997750328,-92156.58780738589,-27029.517829882614,0.08839270228274748,80.53474041707815,-335.6255659346578
537,w159872779,trade,41088.84380523203,51361.054756540034,114419.59653572936,127132.8850396993,nr1,nr2,-176492.67767567988,-317139.87088903785,-140647.19321335797,0.08838917543097283,530.1892838459462,-265.2773217012529
538,w159872782,mfh,34779.397511211064,43474.246889013826,61146.105877939306,67940.11764215479,r1,r2,-100925.16414594791,-155934.9417633277,-55009.777617379776,0.08839270228274748,386.9254036822822,-142.17153253279332
539,w159872787,sfh,73844.5187104147,92305.64838801838,178209.46733573131,198010.51926192368,r2,r2,-294144.9743197738,-323444.1357695565,-29299.161449782725,0.08136760542010116,649.6997715241275,-45.09646260310353
540,w159872789,mfh,13622.502345110554,17028.12793138819,33686.438755273215,37429.37639474802,r1,r1,-60401.90516763369,-88447.89699057429,-28045.991822940596,0.08839270228274748,103.62989482581615,-270.6361120030184
541,w159872791,other,341045.9633446604,426307.4541808255,1048520.3896910504,1165022.6552122782,nr2,nr2,-1617346.8249936893,-2000470.9539025982,-383124.1289089089,0.08136760542010116,7102.280937734339,-53.94381498954437
542,w159872796,other,14692.2812732514,18365.35159156425,52305.65320515192,58117.392450168794,nr1,nr2,-80681.67579030106,-143458.5794611496,-62776.90367084855,0.08838917543097283,295.65545302389654,-212.3312897793046
543,w159872797,other,124134.27925297005,155167.84906621257,449508.16779551905,499453.5197727989,nr2,nr2,-693368.1167678857,-975329.3965203647,-281961.27975247893,0.08136760542010116,3172.659030787088,-88.87222894624408
544,w159872802,mfh,39710.81716874246,49638.521460928074,75178.90920692091,83532.12134102323,r1,r2,-124087.11303983882,-182447.1690057222,-58360.055965883366,0.08839270228274748,393.79842739673325,-148.19778827376672
545,w159872803,mfh,46940.21759095484,58675.271988693545,46940.21759095484,52155.79732328315,r2,r1,-84166.76491316894,-71998.42288880266,12168.342024366284,0.08136760542010116,469.9664310747758,25.891938699830654
546,w159872804,mfh,71285.2107419375,89106.51342742186,71285.2107419375,79205.78971326388,r2,r2,-117660.33980430795,-109339.56023468515,8320.779569622799,0.08136760542010116,664.4021281981841,12.523709988991484
547,w159872808,other,15824.74835213696,19780.935440171197,56786.49320607678,63096.10356230754,nr1,nr2,-87593.38911514725,-144313.7985771805,-56720.40946203326,0.08838917543097283,295.65545226749964,-191.846316470817
548,w159872809,other,34505.649287262946,43132.06160907868,119204.66751548543,132449.63057276158,nr1,nr2,-183873.66848193237,-303566.064132096,-119692.39565016364,0.08838917543097283,678.8678823016584,-176.31176664943138
549,w159872812,mfh,38041.70913462511,47552.136418281385,86157.86629660908,95730.96255178786,r1,r2,-142208.51309497902,-196845.73686119335,-54637.22376621433,0.08839270228274748,337.05531151816245,-162.10165482964112
550,w159872814,mfh,79399.36095195425,99249.2011899428,145484.1491333942,161649.05459266022,r2,r2,-240129.95465699496,-351722.5634302563,-111592.60877326137,0.08136760542010116,765.4437305399682,-145.7881282723949
551,w159872815,mfh,149792.9605537908,187241.2006922385,337276.36098132026,374751.51220146695,r2,r2,-556694.0299115399,-737940.1321149583,-181246.10220341838,0.08136760542010116,1229.117813373683,-147.4603168478488
552,w159872820,mfh,38637.43829336847,48296.797866710585,84037.26817074124,93374.74241193471,r1,r2,-138708.34393673312,-218346.77609327805,-79638.43215654494,0.08839270228274748,336.8380303993821,-236.42945561140837
553,w159872826,th,178358.86709907744,222948.5838738468,335754.3027910823,373060.33643453586,r2,r2,-554181.7853379265,-795158.6595524176,-240976.8742144911,0.08136760542010116,1791.1392054180615,-134.53832816877335
554,w159872827,th,22144.882072210334,27681.102590262915,53422.40493792502,59358.22770880558,r1,r2,-88176.7515693362,-139280.41373035798,-51103.662161021784,0.08839270228274748,157.03123329076917,-325.4362911765136
555,w159872832,sfh,3676.201183569743,4595.251479462178,5188.715632226509,5765.239591362788,r0,r1,-9303.69374561755,-45145.63751053112,-35841.94376491357,0.10846440760459407,35.670331929810345,-1004.8110523737462
556,w159872833,mfh,21239.15922568886,26548.949032111075,61277.51128247401,68086.12364719335,r1,r2,-101142.0563230034,-125613.16486501328,-24471.108542009883,0.08839270228274748,162.84196072258055,-150.27520200213718
557,w159872834,sfh,4555.214293213258,5694.017866516572,9511.544663891347,10568.382959879274,r1,r1,-17054.798310971466,-51633.82195353957,-34579.02364256811,0.08839270228274748,33.79703346360475,-1023.1378348577684
558,w159872835,th,6704.477568681241,8380.59696085155,15722.28965503435,17469.210727815946,r1,r1,-28191.055031389908,-48062.51623459958,-19871.46120320967,0.08839270228274748,42.916394099872555,-463.0272794346597
559,w159872839,other,5318.843004436388,6648.553755545484,22228.099409219543,24697.888232466157,nr1,nr1,-37245.701438201926,-67179.883077423,-29934.181639221075,0.08838917543097283,58.88304680213332,-508.36672463315136
560,w159872840,other,26659.24765591642,33324.05956989552,93068.10267465717,103409.0029718413,nr1,nr2,-143557.91441823618,-218720.6559366706,-75162.74151843443,0.08838917543097283,318.65718863122163,-235.87335920866175
561,w159872842,other,2375.76436505535,2969.7054563191873,9355.834850403775,10395.372056004195,nr0,nr1,-15676.762332578512,-27898.92854097675,-12222.16620839824,0.10837999828545454,48.8293092939537,-250.30389299222898
562,w159872843,mfh,19080.71500207315,23850.893752591437,57443.75692324947,63826.3965813883,r1,r2,-94814.22428129723,-132624.59387277605,-37810.369591478826,0.08839270228274748,143.51003436879253,-263.4684728338481
563,w159872845,mfh,21498.13375395689,26872.667192446108,41746.72914119777,46385.25460133085,r1,r1,-74854.51320528185,-139808.8568167146,-64954.34361143275,0.08839270228274748,162.83680398128925,-398.8922775645752
564,w159872848,mfh,21291.72814453538,26614.660180669223,21291.72814453538,23657.47571615042,r1,r1,-38177.40882567902,-35477.55427905618,2699.854546622839,0.08839270228274748,156.42925329236314,17.25926890143025
565,w159872851,mfh,20694.65294755158,25868.316184439474,46976.990518218794,52196.65613135421,r1,r1,-84232.70108651959,-131182.2279457678,-46949.52685924822,0.08839270228274748,167.48750086340587,-280.3166004461301
566,w159872853,th,18641.830787650975,23302.288484563716,18641.830787650975,20713.145319612195,r1,r1,-33425.976060188485,-31062.136391198044,2363.8396689904403,0.08839270228274748,143.46053532976657,16.477281808246314
567,w159872855,other,30902.518900127714,38628.14862515964,115726.01355909788,128584.45951010875,nr1,nr2,-178507.8310724444,-268438.30145068036,-89930.47037823597,0.08838917543097283,768.5454076524824,-117.01386734315165
568,w159872857,mfh,33248.68266430212,41560.85333037765,74043.33994281983,82270.37771424426,r1,r2,-122212.79066504564,-180784.77701144226,-58571.98634639662,0.08839270228274748,315.41669200100006,-185.69716768892786
569,w159872858,other,12600.205042488164,15750.256303110204,51966.23350286974,57740.25944763304,nr1,nr2,-80158.1195645722,-136916.62516329566,-56758.50559872345,0.08838917543097283,136.24142913175746,-416.602394443712
570,w159872860,other,10778.366395040914,13472.957993801141,39926.17881659091,44362.420907323234,nr1,nr1,-66900.84061591933,-98149.85620923965,-31249.01559332032,0.08838917543097283,131.01957194106652,-238.5064699141006
571,w159872862,mfh,20547.76308719318,25684.703858991474,48134.98854254384,53483.32060282649,r1,r1,-86309.06443729498,-105436.14995102742,-19127.08551373244,0.08839270228274748,156.42902136784977,-122.27325432634557
572,w159872865,mfh,21250.92912058293,26563.66140072866,21250.92912058293,23612.143467314363,r1,r1,-38104.25360753288,-35409.57249866805,2694.681108864832,0.08839270228274748,158.90607472276315,16.957697265923475
573,w159872867,mfh,23626.608294376343,29533.260367970426,52620.75948791944,58467.5105421327,r1,r2,-86853.589653021,-130160.38238391558,-43306.79273089458,0.08839270228274748,192.56274920739233,-224.8970421805344
574,w159872868,other,4338.732794656411,5423.415993320514,18044.998718983097,20049.998576647886,nr0,nr1,-30236.441828274998,-49372.47466475942,-19136.032836484424,0.10837999828545454,54.98272090442479,-348.03721099485335
575,w159872870,mfh,33572.70898486998,41965.886231087476,76868.77232545406,85409.74702828229,r1,r2,-126876.32929774077,-180230.43252655302,-53354.10322881225,0.08839270228274748,315.09365436807275,-169.3277617279062
576,w159872874,th,6258.9085433516675,7823.635679189584,25655.925460115897,28506.58384457322,r1,r1,-46002.68932812664,-73389.31337592338,-27386.624047796737,0.08839270228274748,56.548262861557305,-484.30531128507465
577,w159872876,other,7937.8236826816055,9922.279603352006,31303.141973789738,34781.26885976637,nr1,nr1,-52451.96445134829,-83371.78348517923,-30919.819033830936,0.08838917543097283,86.08918008172186,-359.1603382037055
578,w159872878,mfh,49390.03592714167,61737.544908927084,96766.79497961469,107518.66108846077,r2,r2,-159719.15998527093,-260455.7171825473,-100736.55719727636,0.08136760542010116,413.8979488207959,-243.38501189550942
579,w159872879,mfh,25436.2263636754,31795.282954594248,66855.49163505835,74283.87959450927,r1,r2,-110348.83367381671,-153059.91550438153,-42711.08183056481,0.08839270228274748,205.3686287334189,-207.972766307976
580,w159872883,th,38258.33027645758,47822.91284557197,79026.37009855526,87807.07788728362,r1,r2,-130437.56850152358,-248653.2595333811,-118215.69103185751,0.08839270228274748,329.8948070596903,-358.34359469158863
581,w159872884,other,37831.76819712391,47289.71024640488,143972.0234440909,159968.91493787878,nr1,nr2,-222077.41241334195,-376194.1769732127,-154116.76455987073,0.08838917543097283,900.053558271192,-171.23065971306826
582,w159872887,other,88407.21114906944,110509.01393633679,276664.73986237287,307405.2665137476,nr2,nr2,-426756.4493771647,-570338.9702275732,-143582.52085040847,0.08136760542010116,1008.3728146322071,-142.39031315295685
583,w159872892,other,39649.09661200691,49561.370765008636,143062.30464210061,158958.1162690007,nr1,nr2,-220674.16758329188,-327410.5707931225,-106736.40320983063,0.08838917543097283,458.9937253634445,-232.54436239910177
584,w159872895,th,49227.57275316536,61534.4659414567,102607.22908104869,114008.03231227632,r2,r2,-169359.13234176862,-243465.44871017354,-74106.31636840492,0.08136760542010116,353.7920229201671,-209.4629374533042
585,w159872899,other,87830.35072413228,109787.93840516535,288066.24065585615,320073.60072872904,nr2,nr2,-444343.30919391726,-637474.1357830307,-193130.8265891134,0.08136760542010116,2008.66189844124,-96.14899687149271
587,w160025355,ab,15822.357973565722,19777.94746695715,49800.95701413298,55334.39668236998,r1,r1,-89296.25077551967,-133048.6214733801,-43752.37069786043,0.08839270228274748,131.5437356668757,-332.6070259146351
588,w160025360,mfh,14598.10513130861,18247.63141413576,44981.20852414787,49979.120582386524,r1,r1,-80654.13834152561,-95218.41847009103,-14564.280128565413,0.08839270228274748,102.43726858533918,-142.17755246404386
589,w160025362,mfh,12893.32495058692,16116.65618823365,48176.35524129165,53529.28360143516,r1,r1,-86383.23753208293,-108616.56415376691,-22233.326621683984,0.08839270228274748,106.2412323884666,-209.2721076539169
590,w160025367,mfh,14296.527182761089,17870.65897845136,43237.007531294315,48041.11947921591,r1,r1,-77526.6761681268,-90565.42652056707,-13038.750352440271,0.08839270228274748,104.2175793532282,-125.11085397836375
591,w160025369,mfh,13712.751918131698,17140.939897664623,31307.540166698134,34786.15574077571,r1,r1,-56136.390252435456,-89052.8000158167,-32916.40976338124,0.08839270228274748,103.97346241511406,-316.5847226666596
592,w160025373,mfh,12692.477684318626,15865.597105398283,19528.4876100236,21698.319566692888,r1,r1,-35015.807555594125,-79623.4736973382,-44607.66614174407,0.08839270228274748,103.9182820610702,-429.2571553052546
593,w160025375,mfh,15200.83881015165,19001.048512689562,15200.83881015165,16889.8209001685,r1,r1,-27256.06084245217,-25328.549205281386,1927.5116371707845,0.08839270228274748,104.46434533819556,18.451382918550905
594,w160025376,other,6767.594541506047,8459.493176882557,24444.85545262742,27160.950502919353,nr1,nr1,-40960.12759016768,-67596.35984231504,-26636.23225214736,0.08838917543097283,101.26918978765606,-263.0240481631079
595,w160025380,th,16535.50385671767,20669.379820897087,34848.77791521003,38720.864350233365,r1,r1,-62486.05244782489,-117274.6682159438,-54788.615768118914,0.08839270228274748,128.15635424628857,-427.5138450242361
596,w160025381,th,8805.145795153388,11006.432243941736,28086.96814171458,31207.742379682866,r1,r1,-50361.70188446009,-90304.68085407218,-39942.97896961209,0.08839270228274748,64.08582323277369,-623.2732444511242
597,w160025384,mfh,13228.087159594033,16535.10894949254,20982.930538967033,23314.367265518926,r1,r1,-37623.715280836375,-88626.34346046967,-51002.62817963329,0.08839270228274748,125.48521707579494,-406.4433195252549
