,south G(i) [kWh/m2],south_east G(i) [kWh/m2],east G(i) [kWh/m2],north_east G(i) [kWh/m2],north G(i) [kWh/m2],north_west G(i) [kWh/m2],west G(i) [kWh/m2],south_west G(i) [kWh/m2],T2m
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35
56,4.19,4.19,4.19,3.19,3.19,3.19,3.19,4.19,3.71
57,33.52,33.52,33.52,25.54,25.54,25.54,25.54,33.52,4.52
58,105.12,102.98,78.07,48.34,48.34,48.34,48.34,83.22,5.36
59,28.13,28.13,28.13,21.43,21.43,21.43,21.43,28.13,5.93
60,25.74,25.74,19.61,19.61,19.61,19.61,25.74,25.74,6.22
61,112.73,80.45,44.69,44.69,44.69,44.69,83.03,113.8,6.42
62,20.95,20.95,15.96,15.96,15.96,15.96,20.95,20.95,6.67
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.15
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.92
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.92
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.83
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.63
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.12
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.31
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21
80,24.8,28.86,24.82,15.05,11.4,11.4,11.4,11.4,2.48
81,97.54,105.52,79.07,35.11,35.11,35.11,35.11,59.81,3.05
82,33.52,33.52,33.52,25.54,25.54,25.54,25.54,33.52,3.73
83,38.3,38.3,38.3,29.18,29.18,29.18,29.18,38.3,4.34
84,29.33,29.33,22.34,22.34,22.34,22.34,29.33,29.33,4.83
85,79.06,64.77,41.95,41.95,41.95,41.95,65.86,79.51,4.98
86,23.94,23.94,18.24,18.24,18.24,18.24,23.94,23.94,4.93
87,3.59,2.74,2.74,2.74,2.74,3.59,3.59,3.59,4.97
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.24
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.23
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.19
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.15
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67
104,11.97,11.97,11.97,11.97,9.12,9.12,9.12,9.12,4.67
105,51.12,52.85,47.2,30.55,30.55,30.55,30.55,43.02,4.87
106,42.49,42.49,42.49,32.38,32.38,32.38,32.38,42.49,5.24
107,47.28,47.28,47.28,36.02,36.02,36.02,36.02,47.28,5.7
108,47.88,47.88,36.48,36.48,36.48,36.48,47.88,47.88,6.04
109,36.51,36.51,27.82,27.82,27.82,27.82,36.51,36.51,6.15
110,23.34,23.34,17.78,17.78,17.78,17.78,23.34,23.34,6.12
111,1.8,1.37,1.37,1.37,1.37,1.8,1.8,1.8,5.91
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.51
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
128,58.33,75.0,58.78,19.18,14.14,14.14,14.14,14.14,-0.24
129,153.31,169.77,116.98,38.3,38.3,38.3,38.3,77.23,1.41
130,70.76,70.15,62.24,43.78,43.78,43.78,43.78,63.71,2.7
131,52.07,52.07,52.07,39.67,39.67,39.67,39.67,52.07,3.66
132,46.08,46.08,35.11,35.11,35.11,35.11,46.08,46.08,4.44
133,35.91,35.91,27.36,27.36,27.36,27.36,35.91,35.91,4.79
134,25.74,25.74,19.61,19.61,19.61,19.61,25.74,25.74,4.82
135,2.39,1.82,1.82,1.82,1.82,2.39,2.39,2.39,4.03
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93
152,57.76,74.33,58.41,19.32,14.14,14.14,14.14,14.14,3.21
153,653.35,754.63,435.32,21.43,21.43,21.43,21.43,190.81,3.7
154,749.3,717.95,297.49,32.38,32.38,32.38,32.38,373.18,4.43
155,827.05,649.63,125.88,34.2,34.2,34.2,34.2,554.21,5.13
156,343.74,237.75,62.47,62.47,62.47,62.47,129.07,298.72,5.62
157,192.78,118.17,51.07,51.07,51.07,51.07,123.01,194.79,5.82
158,527.83,121.16,21.43,21.43,21.43,21.43,404.61,645.24,5.76
159,4.79,3.65,3.65,3.65,3.65,4.79,4.79,4.79,5.25
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.72
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12
165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07
173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02
176,8.38,8.38,8.38,8.38,6.38,6.38,6.38,6.38,4.4
177,14.96,14.96,14.96,11.4,11.4,11.4,11.4,14.96,4.87
178,26.93,26.93,26.93,20.52,20.52,20.52,20.52,26.93,5.41
179,20.95,20.95,20.95,15.96,15.96,15.96,15.96,20.95,5.93
180,14.36,14.36,10.94,10.94,10.94,10.94,14.36,14.36,6.46
181,33.52,33.52,25.54,25.54,25.54,25.54,33.52,33.52,6.86
182,119.53,54.46,30.1,30.1,30.1,30.1,99.72,138.28,7.27
183,1.2,0.91,0.91,0.91,0.91,1.2,1.2,1.2,7.53
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.65
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.74
186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.82
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.92
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.04
189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.16
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.34
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.38
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.46
194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.66
196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85
197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.09
198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.39
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.52
200,9.58,9.58,9.58,9.58,7.3,7.3,7.3,7.3,8.84
201,31.12,31.12,31.12,23.71,23.71,23.71,23.71,31.12,9.19
202,42.49,42.49,42.49,32.38,32.38,32.38,32.38,42.49,9.52
203,19.75,19.75,19.75,15.05,15.05,15.05,15.05,19.75,9.9
204,45.49,45.49,34.66,34.66,34.66,34.66,45.49,45.49,10.19
205,42.49,42.49,32.38,32.38,32.38,32.38,42.49,42.49,10.39
206,37.5,32.81,24.17,24.17,24.17,24.17,36.07,38.85,10.27
207,2.39,1.82,1.82,1.82,1.82,2.39,2.39,2.39,10.08
208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8
209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.56
210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.39
211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.18
212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.98
213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.82
214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.67
215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.39
216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.59
218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.49
219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.37
220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53
221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.74
222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.64
223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96
224,66.88,87.33,68.42,21.22,15.05,15.05,15.05,15.05,8.12
225,390.8,449.15,274.27,35.57,35.57,35.57,35.57,133.41,8.36
226,354.8,343.75,176.21,55.18,55.18,55.18,55.18,202.9,9.03
227,44.89,44.89,44.89,34.2,34.2,34.2,34.2,44.89,9.7
228,173.48,136.29,61.56,61.56,61.56,61.56,97.18,157.28,10.01
229,25.14,25.14,19.15,19.15,19.15,19.15,25.14,25.14,9.88
230,8.38,8.38,6.38,6.38,6.38,6.38,8.38,8.38,9.38
231,8.38,6.38,6.38,6.38,6.38,8.38,8.38,8.38,8.81
232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.13
233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.56
234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.07
235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9
236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.62
237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.94
239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74
240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4
241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62
243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.37
244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92
245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89
246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42
247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04
248,215.6,301.11,223.05,27.15,15.5,15.5,15.5,15.5,1.84
249,606.95,705.53,415.0,25.54,25.54,25.54,25.54,177.01,2.76
250,799.02,770.65,320.86,29.18,29.18,29.18,29.18,389.37,4.27
251,809.17,640.98,134.42,38.3,38.3,38.3,38.3,540.47,4.86
252,576.83,374.92,55.63,55.63,55.63,55.63,160.94,488.2,5.32
253,171.85,111.78,53.35,53.35,53.35,53.35,114.96,173.17,5.46
254,133.2,61.04,33.74,33.74,33.74,33.74,111.03,153.9,5.45
255,247.87,7.3,7.3,7.3,7.3,37.38,284.98,372.16,5.17
256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67
257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23
258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91
259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04
260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74
261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12
262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83
263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45
264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03
265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72
266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34
267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01
271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07
272,35.07,42.89,35.85,18.06,13.22,13.22,13.22,13.22,0.34
273,67.0,70.64,60.08,35.11,35.11,35.11,35.11,51.28,1.55
274,35.91,35.91,35.91,27.36,27.36,27.36,27.36,35.91,2.73
275,31.72,31.72,31.72,24.17,24.17,24.17,24.17,31.72,4.05
276,29.33,29.33,22.34,22.34,22.34,22.34,29.33,29.33,5.18
277,44.29,44.29,33.74,33.74,33.74,33.74,44.29,44.29,5.77
278,94.98,52.91,32.83,32.83,32.83,32.83,82.03,107.04,5.99
279,9.58,7.3,7.3,7.3,7.3,9.58,9.58,9.58,5.65
280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.63
281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84
282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91
283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73
284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74
285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9
286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04
287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06
288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16
289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.24
290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.98
292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81
293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91
294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01
295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82
296,26.03,29.89,26.46,17.74,13.22,13.22,13.22,13.22,4.84
297,66.7,70.35,59.96,35.11,35.11,35.11,35.11,51.15,5.12
298,222.37,217.46,131.71,58.82,58.82,58.82,58.82,143.56,5.57
299,81.71,79.16,71.39,53.35,53.35,53.35,53.35,77.56,5.9
300,92.27,84.38,55.18,55.18,55.18,55.18,75.89,88.76,6.56
301,30.52,30.52,23.26,23.26,23.26,23.26,30.52,30.52,6.52
302,26.33,26.33,20.06,20.06,20.06,20.06,26.33,26.33,6.62
303,21.03,7.75,7.75,7.75,7.75,11.46,22.73,26.7,6.65
304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.34
305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.13
306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.07
307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.86
308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.15
309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42
310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22
311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.03
312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88
314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.83
315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.11
316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.08
317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.05
318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.18
319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.88
320,36.42,44.18,37.37,19.99,14.59,14.59,14.59,14.59,6.7
321,65.09,68.72,58.56,34.2,34.2,34.2,34.2,49.81,7.26
322,179.12,175.8,114.65,57.46,57.46,57.46,57.46,122.67,8.04
323,131.71,120.5,86.23,61.1,61.1,61.1,61.1,113.3,8.61
324,111.67,97.52,57.91,57.91,57.91,57.91,82.19,105.32,9.28
325,88.13,72.94,47.42,47.42,47.42,47.42,73.64,88.42,9.75
326,47.19,38.55,27.82,27.82,27.82,27.82,44.52,49.66,10.08
327,66.51,10.03,10.03,10.03,10.03,19.49,74.89,94.36,9.92
328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1
329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3
330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.36
331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.45
332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.46
333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.73
334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.69
335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2
336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.17
337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.27
338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.28
339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.83
340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.43
341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.87
342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.38
343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67
344,253.62,359.03,267.88,33.58,16.42,16.42,16.42,16.42,6.54
345,468.64,545.8,333.19,34.66,34.66,34.66,34.66,146.92,7.23
346,721.43,701.07,304.71,36.48,36.48,36.48,36.48,353.86,8.36
347,879.09,697.61,140.09,29.64,29.64,29.64,29.64,578.23,9.52
348,361.58,252.74,66.58,66.58,66.58,66.58,134.06,312.42,10.4
349,728.99,325.93,31.92,31.92,31.92,31.92,343.76,736.37,10.96
350,555.87,131.41,24.17,24.17,24.17,24.17,424.9,677.43,11.16
351,265.31,9.58,9.58,9.58,9.58,42.73,305.25,397.45,10.94
352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.38
353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05
354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.89
355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.47
356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.88
357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.99
358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3
359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.46
360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.36
