,full_id,building_usage,yearly_demand_useful_unrenovated,yearly_demand_delivered_unrenovated,yearly_demand_delivered_unrenovated_DH,consumer_size_unrenovated,npv_Gas_25years_ir_0.05,npv_DH_25years_ir_0.05,savings_npv_25years_ir_0.05,NFA,npv_per_nfa
18,w50930482,other,231580.2187222324,257311.35413581377,289475.2734027905,nr2,-357213.39819830074,-636624.6929414204,-279411.2947431196,1573.369959426485,-177.58779050603513
19,w50930483,other,154144.6310888841,171271.81232098234,192680.78886110513,nr2,-237768.69971492764,-423750.6941524811,-185981.99443755345,704.9254127380437,-263.8321602212771
20,w50930486,trade,106076.66272902593,117862.95858780658,132595.82841128242,nr2,-163623.66946556754,-291609.63406428276,-127985.96459871522,509.32494937628496,-251.28548042943066
21,w98916060,other,226605.19701500298,251783.55223889218,283256.4962687537,nr2,-349539.40764783276,-622948.1290094175,-273408.7213615847,2713.01504517002,-100.77670665643163
22,w98916062,trade,44628.266224654115,49586.962471837905,55785.33278081764,nr1,-74779.72132959885,-133272.20470961413,-58492.483380015285,151.14776481509907,-386.98874211980484
23,w98916065,other,74365.24956076973,82628.05506752193,92956.56195096216,nr2,-114708.68993059207,-204433.49794017654,-89724.80800958448,222.67857759937178,-402.93417075355705
24,w98916067,trade,3034378.024269405,3371531.1380771166,3792972.530336756,nr2,-4680540.036831137,-8341645.018850865,-3661104.982019728,43210.64675020873,-84.7269193442943
25,w98916074,trade,491122.8611791089,545692.0679767877,613903.5764738861,nr2,-757558.944985224,-1350119.3772931078,-592560.4323078837,4745.314506876469,-124.87274161685178
26,w98916075,sfh,14372.556497617988,15969.507219575542,17965.695622022486,r1,-25770.898517721274,-45926.64258018375,-20155.744062462472,67.06430839556852,-300.5435311966078
27,w98916076,sfh,30526.14503843407,33917.93893159341,38157.68129804259,r1,-54735.2996005342,-97544.46627246609,-42809.16667193189,98.82164086105185,-433.19627461077795
28,w98916079,trade,503916.8562605286,559907.618067254,629896.0703256608,nr2,-777293.7327178841,-1385290.6593445002,-607996.926626616,3334.9361924076916,-182.31141213759366
29,w98916080,other,385409.83654958865,428233.15172176517,481762.2956869858,nr2,-594496.188718355,-1059509.401121528,-465013.21240317286,2976.303781049745,-156.23849130049564
30,w98916086,other,84265.32015590335,93628.13350655927,105331.65019487918,nr2,-129979.58776117284,-231649.24822101108,-101669.66045983824,294.4025758753764,-345.3422924630797
31,w98916091,trade,65522.69205707044,72802.99117452271,81903.36507133805,nr2,-101069.01020281287,-180124.8998799875,-79055.88967717462,1116.7099465291947,-70.79357529041927
32,w98916094,trade,46278.56665361178,51420.6296151242,57848.20831701472,nr1,-77544.98685809471,-138200.45299721864,-60655.466139123935,150.05011938810347,-404.23470761951904
33,w98916098,trade,1389797.224493673,1544219.1383263033,1737246.5306170913,nr2,-2143767.6849395363,-3820616.614734985,-1676848.9297954487,15131.85493721813,-110.815821110675
34,w98916102,trade,284238.58921225026,315820.65468027804,355298.2365153128,nr2,-438439.1417877663,-781384.9800202269,-342945.8382324606,1892.1415951219387,-181.24744951255062
35,w98916109,sfh,38719.86130122445,43022.068112471614,48399.826626530565,r1,-69427.1486342374,-123726.99533519613,-54299.84670095873,81.43322088830173,-666.8021491553106
36,w98916113,trade,173540.7692960107,192823.07699556745,216925.96162001335,nr2,-267687.31918562605,-477071.57189624093,-209384.25271061488,559.2398283889517,-374.408692087982
37,w98916116,other,1062734.6846249367,1180816.3162499296,1328418.3557811708,nr2,-1639272.4308349062,-2921506.6209478253,-1282234.190112919,6987.1012714248145,-183.51447049391987
38,w98916121,other,80557.30305057266,89508.1145006363,100696.62881321582,nr2,-124259.95679234069,-221455.73832570302,-97195.78153336233,458.57296650111675,-211.9527068395682
39,w98916126,trade,194117.59848031573,215686.22053368413,242646.99810039465,nr2,-299427.15913235256,-533638.2235448371,-234211.06441248453,1235.1179318586364,-189.62647887399532
40,w99055014,mfh,138482.6158739089,153869.5731932321,173103.2698423861,r2,-228573.52136756424,-407343.74907120387,-178770.22770363963,379.03616306802724,-471.64425224396064
41,w99055018,mfh,74738.71105496878,83043.01228329864,93423.38881871097,r2,-123360.54067509662,-219842.37205340332,-96481.8313783067,363.825429549627,-265.1871571971751
42,w99055022,sfh,8121.358728508361,9023.731920564845,10151.69841063545,r1,-14562.107420004644,-25951.314900134523,-11389.207480129879,32.828185592684896,-346.933809301594
43,w99055023,sfh,23689.428722857134,26321.58746984126,29611.785903571417,r1,-42476.63689203258,-75698.14918199918,-33221.5122899666,57.57688737055287,-576.9938912494498
44,w99055025,trade,357208.00610134704,396897.78455705225,446510.0076266838,nr2,-550994.7543324071,-981981.2696232473,-430986.5152908402,2922.078992408514,-147.49310898525744
45,w99055028,ab,43794.80756460522,48660.897294005794,54743.50945575652,r1,-78526.84674000934,-139943.68185095664,-61416.8351109473,168.94065034445376,-363.540894306517
46,w99055030,other,116326.93155687526,129252.14617430585,145408.66444609407,nr2,-179434.74944746352,-319788.0954246793,-140353.34597721577,502.22660109587014,-279.46219031600776
47,w99055036,other,328535.37354705296,365039.3039411699,410669.2169338162,nr2,-506767.1058461794,-903158.8814399373,-396391.77559375786,2513.4158389533286,-157.71038339554224
48,w99055038,other,86262.38089475907,95847.08988306564,107827.97611844883,nr2,-133060.0618054206,-237139.26022062983,-104079.19841520922,337.97397138923407,-307.9503370848179
49,w99055039,other,312686.9164410429,347429.90715671435,390858.64555130363,nr2,-482320.79842720146,-859590.7425273011,-377269.9441000996,2475.299022556655,-152.41388642832732
50,w99055040,trade,35391.70019666166,39324.111329624066,44239.62524582707,nr1,-59302.80743519024,-105689.29319116386,-46386.48575597362,101.95110847079195,-454.98755679800104
51,w99055041,ab,64982.981209910264,72203.31245545585,81228.72651238783,r2,-107258.14753265315,-191146.0945825162,-83887.94704986305,189.90211718752977,-441.74308476520605
52,w99055043,sfh,86320.99151306404,95912.21279229339,107901.23939133005,r2,-142477.760645754,-253911.41035703037,-111433.64971127638,190.2007592998445,-585.8738425728644
53,w99055048,sfh,24285.63485393199,26984.0387265911,30357.04356741499,r1,-43545.67201477638,-77603.29012825513,-34057.618113478755,47.74609960326925,-713.3068124196427
54,w99055050,trade,65308.77244341692,72565.3027149077,81635.96555427114,nr2,-100739.0383573933,-179536.82500421556,-78797.78664682225,194.95880112051967,-404.1766065134501
55,w99055053,ab,49059.40863841541,54510.454042683785,61324.260798019255,r1,-87966.6078591905,-156766.39894267262,-68799.79108348212,122.33706042193808,-562.3789785874617
56,w99055057,ab,87681.8017174346,97424.2241304829,109602.25214679325,r2,-144723.8561456332,-257914.20541491234,-113190.34926927913,303.91877080444243,-372.43619066264205
57,w99055067,sfh,33001.382887256914,36668.203208063234,41251.72860907114,r1,-59173.5568736789,-105453.94041526523,-46280.38354158633,194.8848727118224,-237.47550488447325
58,w99055068,ab,132493.30677667502,147214.7853074167,165616.63347084375,r2,-218687.82226898547,-389726.3202941876,-171038.4980252021,348.37368724122643,-490.96273423993966
59,w99055094,other,66091.27134448045,73434.74593831161,82614.08918060057,nr2,-101946.04598990016,-181687.9505423345,-79741.90455243434,263.70872883694244,-302.38629151233255
60,w99055100,sfh,15744.323611141372,17493.69290126819,19680.404513926715,r1,-28230.563301673767,-50310.04214702351,-22079.478845349742,85.6876405166462,-257.67402057313564
61,w99055110,sfh,52473.960066172556,58304.40007352506,65592.45008271569,r2,-86611.28876527665,-154351.06772845527,-67739.77896317861,94.65369866762775,-715.6590805927599
62,w99055113,education,153671.86244078857,170746.51382309842,192089.8280509857,nr2,-237039.45221581208,-422451.03135275305,-185411.57913694097,801.3236896117684,-231.38162710099166
63,w99055118,other,24020.58101149931,26689.534457221456,30025.726264374138,nr1,-40249.20764729739,-71732.02233968742,-31482.814692390028,54.3237798044458,-579.5402088315936
64,w99055131,th,174492.9614592318,193881.0682880353,218116.20182403974,r2,-288010.66764153907,-513267.43547406,-225256.76783252094,500.74276516167447,-449.84527686544294
65,w99055135,ab,134760.33544465396,149733.70604961552,168450.41930581743,r2,-222429.68345792333,-396394.73821104196,-173965.05475311863,663.0715527065098,-262.36241630791153
66,w99055142,sfh,30373.370700461764,33748.18966717974,37966.7133755772,r1,-54461.365595776675,-97056.28503507514,-42594.919439298465,64.54166975589469,-659.9599855472937
67,w99055146,sfh,45007.11390865703,50007.90434295226,56258.89238582129,r1,-80700.5883266315,-143817.53408943518,-63116.945762803676,149.08371188635937,-423.3658054537523
68,w99055147,sfh,9628.24002989865,10698.044477665168,12035.300037373312,r1,-17264.040447912168,-30766.463753519365,-13502.423305607197,57.659734526090325,-234.17421909040382
69,w99055152,other,264252.3847284261,293613.76080936234,330315.48091053264,nr2,-407610.3427644949,-726441.9828904057,-318831.6401259108,1635.3717537612654,-194.95973279018395
70,w99055158,trade,144743.79539184985,160826.4393242776,180929.7442398123,nr2,-223267.8736781867,-397907.363612252,-174639.4899340653,567.1104306213557,-307.9461785647659
71,w99055160,ab,101699.20767706775,112999.1196411864,127124.00959633468,r2,-167860.39079594155,-299146.11499299965,-131285.7241970581,362.3993257842958,-362.26812484524555
72,w99055171,sfh,36534.23113964701,40593.59015516334,45667.78892455876,r1,-65508.17617442358,-116742.94519353397,-51234.7690191104,150.93386064656082,-339.45178901297675
73,w99055172,sfh,34959.915482691984,38844.350536324426,43699.89435336498,r1,-62685.32910215973,-111712.31389997505,-49026.98479781532,71.28885925472714,-687.7229529320089
74,w99055173,ab,103778.03118873315,115308.92354303683,129722.53898591643,r2,-171291.60855106896,-305260.93133695266,-133969.3227858837,413.9677898917347,-323.62257657998174
75,w99055181,other,55355.73112876553,61506.36792085059,69194.66391095691,nr2,-85386.4329836193,-152175.45577443123,-66789.02279081193,184.62117180265486,-361.7625331844606
76,w99055182,sfh,41072.2949799907,45635.88331110078,51340.36872498837,r1,-73645.21030024665,-131244.05611531486,-57598.84581506821,84.81555104400032,-679.1071343177065
77,w99055185,education,27137.63133712484,30152.92370791649,33922.039171406046,nr1,-45472.17897106001,-81040.38684113977,-35568.20787007976,136.9722994968528,-259.6744597318891
78,w99055186,sfh,8077.381808901094,8974.86867655677,10096.727261126367,r1,-14483.254034908634,-25810.78929016979,-11327.535255261155,41.49024544628337,-273.01682921897145
79,w99055192,ab,56573.984423398244,62859.982692664715,70717.4805292478,r2,-93378.6147513568,-166411.20453635787,-73032.58978500107,160.51305735595523,-454.9946963071255
80,w99055193,other,37451.259490311946,41612.510544791054,46814.07436288993,nr1,-62753.83260532943,-111839.70034373472,-49085.867738405286,133.23216011486946,-368.423567523672
81,w99055199,ab,144875.40265854934,160972.66962061037,181094.25332318665,r2,-239125.18359242982,-426147.9991168511,-187022.81552442125,594.2030242990702,-314.7456473232122
82,w99055201,sfh,23915.67348956297,26572.970543958854,29894.59186195371,r1,-42882.3080002942,-76421.10076948177,-33538.79276918757,119.5810925271362,-280.4690278404732
83,w99055202,ab,183212.87097097567,203569.8566344174,229016.08871371957,r2,-302403.3797558206,-538916.8688679928,-236513.48911217216,635.4450178422034,-372.20134310802683
84,w99055209,other,71166.34004527405,79073.7111614156,88957.92505659255,nr2,-109774.35942143192,-195639.54827000844,-85865.18884857652,191.61494707558305,-448.1132091157104
85,w99055216,education,97615.7064420698,108461.89604674422,122019.63305258725,nr2,-150572.61111547577,-268350.0753338586,-117777.46421838284,463.1840371862054,-254.2778998470427
86,w99055219,other,280358.9009157519,311509.889906391,350448.6261446898,nr2,-432454.7073313647,-770719.5381094512,-338264.8307780865,773.0541430711745,-437.56939123854187
87,w99055224,ab,88079.81530757781,97866.46145286423,110099.76913447226,r2,-145380.80046515714,-259084.95415450752,-113704.15368935038,318.955577952601,-356.4889958006867
88,w99055226,ab,69321.04823838189,77023.38693153542,86651.31029797735,r2,-114418.3766369988,-203906.4289822417,-89488.05234524289,262.56915004737675,-340.8170850577689
89,w99055235,trade,455420.4985622041,506022.7761802268,569275.6232027551,nr2,-702487.9102290586,-1251971.937223831,-549484.0269947724,1694.7837025728077,-324.22074047597624
90,w99055245,ab,110594.87925706254,122883.19917451392,138243.59907132815,r2,-182543.20831160824,-325312.5488737734,-142769.3405621652,424.4345906373113,-336.3753655134219
91,w99055249,sfh,33446.903939437485,37163.22659937498,41808.62992429685,r1,-59972.404164705855,-106877.57622625235,-46905.172061546495,70.42309986636974,-666.0481028320349
92,w99055257,trade,36946.07902516493,41051.19891684992,46182.59878145616,nr1,-61907.345443702216,-110331.09335399738,-48423.74791029516,137.79457132667304,-351.41985235032064
93,w99055287,mfh,65413.202259158345,72681.33584350927,81766.50282394793,r2,-107968.25211561841,-192411.58089662238,-84443.32878100398,226.3710821658373,-373.0305477761581
94,w99055292,trade,26638.013577625854,29597.792864028725,33297.51697203232,nr1,-44635.01275360984,-79548.39161136039,-34913.378857750555,58.725108856521544,-594.5221650086963
95,w99055300,other,253934.7967876531,282149.7742085034,317418.49598456634,nr2,-391695.422786144,-698078.4581863843,-306383.0354002403,847.1402418442303,-361.6674315143408
96,w99389931,mfh,99582.28350232905,110646.9816692545,124477.85437791131,r2,-164366.28570531614,-292919.2263370063,-128552.94063169017,488.4274571448564,-263.1976125649388
97,w99389943,ab,624462.3880690951,693847.0978545501,780577.9850863689,r2,-1030711.0831334601,-1836843.192950889,-806132.1098174289,3490.8252122399163,-230.92880932304476
98,w99389949,ab,683124.5893772031,759027.3215302257,853905.7367215039,r2,-1127536.4199423487,-2009396.8442436396,-881860.4243012909,2474.179022271931,-356.42547138384384
99,w99389956,education,46899.24791118664,52110.27545687404,58624.0598889833,nr1,-78585.00869632402,-140053.97693208396,-61468.96823575994,671.7147096479312,-91.5105287302372
100,w99389960,ab,196619.69517326806,218466.32797029783,245774.61896658505,r2,-324532.1141022608,-578352.7648411946,-253820.65073893382,693.6997662768932,-365.8940986836375
101,w99389971,education,309303.5674613809,343670.63051264547,386629.4593267261,nr2,-477101.96931915294,-850289.7602708049,-373187.7909516519,1612.9015118613836,-231.37667626151034
102,w99389974,education,43366.28216826591,48184.7579647399,54207.85271033239,nr1,-72665.12392211602,-129503.57527963363,-56838.45135751761,235.12884147074072,-241.73321742237457
103,w99389975,mfh,203599.25388206367,226221.39320229297,254499.0673525796,r2,-336052.2771320642,-598882.9923600917,-262830.71522802743,1082.0712234761565,-242.89594762873656
104,w99389979,ab,58414.06986123536,64904.52206803929,73017.58732654419,r2,-96415.7815862653,-171823.77777618155,-75407.99618991626,163.53384786918758,-461.11552545523114
105,w99389992,other,222880.7619206125,247645.2910229028,278600.9524007656,nr2,-343794.45186630293,-612709.4853056107,-268915.03343930776,2569.363114476204,-104.66213666888784
106,w99390006,education,83282.49698597375,92536.10776219305,104103.12123246718,nr2,-128463.57915605236,-228947.4220364412,-100483.84288038882,431.6004564465955,-232.81681328069283
107,w99390011,ab,487902.76263553556,542114.1807061506,609878.4532944195,r2,-805311.5680751572,-1435155.8804689043,-629844.312393747,2554.974828636646,-246.516836617853
108,w99390014,trade,125980.24566648666,139978.05074054073,157475.30708310832,nr2,-194325.02442861776,-346325.5007557868,-152000.47632716902,587.280543653667,-258.8208956856014
109,w99390021,other,203329.9608709738,225922.17874552644,254162.45108871724,nr2,-313637.2643527311,-558963.4322806157,-245326.16792788455,1617.1983746248297,-151.6982528409956
110,w99390022,education,501507.8998853299,557230.9998725888,626884.8748566624,nr2,-773577.9080345666,-1378668.32725961,-605090.4192250434,5590.431437242403,-108.2368017598865
111,w99390025,education,22880.136119028128,25422.373465586807,28600.170148785157,nr1,-38338.262892655606,-68326.34208304575,-29988.07919039014,237.89438336268066,-126.05627239493069
112,w99390027,mfh,27759.268305341284,30843.631450379202,34699.0853816766,r1,-49774.1154499347,-88703.07756021857,-38928.96211028387,116.0190749399364,-335.53932515353677
113,w99390046,mfh,211796.0789351003,235328.97659455586,264745.09866887535,r2,-349581.60826567287,-622993.7836425502,-273412.17537687736,1095.085822885856,-249.67191581054365
114,w99390052,education,313307.17899148044,348119.0877683116,391633.9737393505,nr2,-483277.55585078214,-861295.8728613777,-378018.3170105955,1678.6958267321402,-225.18571321313811
115,w99390065,education,348951.4029727128,387723.781080792,436189.253715891,nr2,-538258.9115327604,-959283.4871420475,-421024.57560928713,2581.633286331594,-163.08457821581143
116,w99390082,education,39827.93660519214,44253.26289465793,49784.92075649017,nr1,-66736.22464911878,-118937.10801331582,-52200.88336419704,124.21957990797236,-420.23071888401074
117,w99390107,education,26712.358260262183,29680.39806695798,33390.44782532773,nr1,-44759.58570076169,-79770.4051602064,-35010.81945944471,332.09000708311794,-105.42569397663912
118,w99390110,mfh,239891.65743218464,266546.2860357607,299864.5717902308,r2,-395954.97629754676,-705636.3464299773,-309681.3701324306,1066.5973296171287,-290.3451579459658
119,w99390116,ab,158097.7549469809,175664.1721633121,197622.1936837261,r2,-260949.43643641943,-465041.2747725768,-204091.83833615738,694.0162199864862,-294.0735856867026
120,w99390122,other,98676.7039395479,109640.78215505321,123345.87992443486,nr2,-152209.2039283042,-271266.8063472868,-119057.6024189826,307.42072394330467,-387.27903861464955
121,w99390129,trade,195071.71625481176,216746.35139423527,243839.6453185147,nr2,-300898.8895521167,-536261.1372745588,-235362.2477224421,1196.3697846690193,-196.73035104907473
122,w99390130,education,164651.07624751102,182945.64027501224,205813.84530938877,nr2,-253974.93269460523,-452633.3960512965,-198658.46335669127,964.417538562417,-205.98802428750534
123,w99390133,education,680645.1328091653,756272.3697879614,850806.4160114565,nr2,-1049897.7943773482,-1871124.8355648415,-821227.0411874934,9252.387912133521,-88.75838853562782
124,w99390139,ab,193561.77819765167,215068.6424418352,241952.22274706457,r2,-319484.84627910896,-569357.9653327117,-249873.11905360274,1249.1388426542283,-200.03630542995583
125,w99390141,other,30821.618759402736,34246.24306600304,38527.023449253415,nr1,-51645.11769632692,-92041.78051881379,-40396.66282248687,112.67489476799965,-358.5240785506353
126,w99758761,trade,71706.83112597434,79674.25680663815,89633.53890746791,nr2,-110608.06903919684,-197125.3831577504,-86517.31411855355,171.36210507287177,-504.8800846707739
127,w99758765,trade,64055.628922168136,71172.92102463126,80069.53615271016,nr2,-98806.05954717645,-176091.87571697333,-77285.81616979688,309.03573338240386,-250.0869893714286
128,w99758770,mfh,123602.56527583835,137336.18363982037,154503.20659479793,r2,-204013.14213248855,-363574.3881392426,-159561.24600675405,601.7205038767308,-265.17501893111813
129,w99758771,mfh,175271.79498964516,194746.4388773835,219089.74373705644,r2,-289296.1771726979,-515558.3581879248,-226262.18101522687,976.6668764967471,-231.6677123594254
130,w99758774,ab,62183.884482976144,69093.20498108461,77729.85560372018,r2,-102638.07741420371,-182912.60947994958,-80274.53206574587,197.5460334163159,-406.3586126104203
131,w99758775,sfh,41468.16576899654,46075.73974332949,51835.20721124567,r1,-74355.03154403793,-132509.03748711324,-58154.0059430753,265.071225726977,-219.39011216167933
132,w99758777,ab,105954.58460251115,117727.31622501239,132443.23075313892,r2,-174884.13512989104,-311663.2181657149,-136779.08303582383,337.6781565959565,-405.0575388549183
133,w99758783,th,46165.858494498185,51295.3983272202,57707.32311812273,r1,-82778.2903091995,-147520.23294085174,-64741.942631652244,333.3155570875853,-194.23618626549737
134,w99758786,mfh,58859.38042021428,65399.31157801586,73574.22552526784,r2,-97150.79227280986,-173133.6495709246,-75982.85729811474,182.17889552428386,-417.07826298676
135,w99758788,other,107247.06333366054,119163.40370406726,134058.82916707566,nr2,-165429.01700147404,-294827.1192607954,-129398.10225932137,349.08404515869915,-370.6789354996014
136,w99758792,sfh,22560.840147597835,25067.600163997595,28201.050184497293,r1,-40453.00653468541,-72091.81205439054,-31638.80551970513,60.93018751584459,-519.2632225442867
137,w99758793,ab,45544.688375520156,50605.2093061335,56930.86046940019,r1,-81664.49318472295,-145535.3210679694,-63870.82788324646,126.39461716674268,-505.3287024002501
138,w99758796,ab,179322.33204421046,199247.03560467827,224152.91505526306,r2,-295981.8215198178,-527472.9291190573,-231491.10759923945,906.0679207786917,-255.48979529072352
139,w99758800,ab,99487.39834212833,110541.55371347592,124359.24792766041,r2,-164209.6722917426,-292640.1236016667,-128430.4513099241,420.9761067721993,-305.0777686521317
140,w99758801,mfh,71440.53956745433,79378.37729717146,89300.6744593179,r2,-117916.71896348412,-210140.86886958737,-92224.14990610325,293.7319820257835,-313.9738113298398
141,w99758803,mfh,131384.60978199245,145982.8997577694,164230.76222749054,r2,-216857.85412023985,-386465.1110258041,-169607.25690556422,512.6721141899004,-330.8298856347383
142,w99758805,sfh,58159.717102174254,64621.90789130473,72699.64637771781,r2,-95995.95773009918,-171075.60439854336,-75079.64666844418,165.76912949401884,-452.91693874252474
143,w99758807,other,42605.10553834061,47339.006153711794,53256.381922925764,nr1,-71389.686154001,-127230.4937502522,-55840.807596251194,110.8734177275095,-503.64468545102113
144,w99758813,other,17306.7893226752,19229.765914083553,21633.486653343996,nr1,-28999.48826478882,-51682.804746816255,-22683.316482027436,43.0509613757953,-526.89453979954
145,w99758814,th,18715.5754116606,20795.083790734,23394.46926457575,r1,-33558.20481308256,-59804.4991339061,-26246.294320823545,84.92593946289271,-309.0492078959164
146,w99758818,mfh,91711.52463429667,101901.69403810741,114639.40579287084,r2,-151375.14556149318,-269767.55199068284,-118392.40642918966,424.19755738042295,-279.097331819416
147,w99758821,sfh,16591.68554566197,18435.206161846632,20739.606932077462,r1,-29749.93658964306,-53017.73640512091,-23267.799815477847,35.03456762442365,-664.1383465870766
148,w99758824,ab,169348.0416963535,188164.4907737261,211685.05212044186,r2,-279518.68169851333,-498133.7604517049,-218615.07875319157,478.7830200769007,-456.6057474596285
149,w99758826,ab,106368.10829847213,118186.78699830236,132960.13537309016,r2,-175566.67977102342,-312879.5895606334,-137312.90978960998,392.0728006519377,-350.22299318209883
152,w99758837,mfh,81068.34105236304,90075.9345026256,101335.4263154538,r2,-133807.95899058756,-238460.84771622412,-104652.88872563656,194.723237061128,-537.4442737554925
153,w99758838,ab,109862.70524728548,122069.67249698387,137328.38155910684,r2,-181334.7130025585,-323158.8741743682,-141824.1611718097,478.1149431033991,-296.63193593415514
154,w99758842,sfh,28836.13150330949,32040.146114788324,36045.16437913686,r1,-51704.99894981219,-92144.12934589335,-40439.130396081164,66.20839738831855,-610.7855195301257
155,w99758845,th,68631.03812160477,76256.7090240053,85788.79765200596,r2,-113279.47525810951,-201876.77850162846,-88597.30324351895,141.8255072105676,-624.6923066665222
156,w99758846,other,132388.56970357036,147098.41078174484,165485.71212946295,nr2,-204209.88946015234,-363942.2788419623,-159732.38938180995,563.5821329504251,-283.4234445041582
157,w99758847,sfh,141765.98617754248,157517.76241949163,177207.4827219281,r2,-233992.9128739939,-417001.7148789046,-183008.80200491069,385.25146163031457,-475.0372684647334
158,w99758850,ab,51542.08490718524,57268.98323020582,64427.60613398155,r2,-85073.17522502817,-151609.97623092143,-66536.80100589326,177.17881421931088,-375.53474606469825
159,w99758852,other,94738.4325839545,105264.92509328279,118423.04072994312,nr2,-146134.40487283768,-260440.31690743574,-114305.91203459806,422.9061155930161,-270.2867322557246
160,w99758858,sfh,9200.09663478349,10222.329594203877,11500.12079347936,r1,-16496.352389884763,-29398.35720380573,-12902.004813920965,57.38898355839774,-224.81675077573337
161,w99758862,sfh,153965.21116104606,171072.45684560674,192456.51395130757,r2,-254128.4352631253,-452885.4827380276,-198757.04747490227,402.33381934519855,-494.01029174823265
162,w99758864,other,39005.52169932354,43339.46855480393,48756.90212415442,nr1,-65358.17520465733,-116481.15224888132,-51122.97704422399,101.365438436158,-504.34327353521263
163,w99758865,other,19191.6289905496,21324.03221172178,23989.536238187,nr1,-32157.75088707185,-57311.45132692896,-25153.70043985711,63.831228005420414,-394.0657453389603
164,w99758868,ab,107761.9123396737,119735.45815519299,134702.3904245921,r2,-177867.23349600408,-316979.4353068359,-139112.20181083184,445.0926624152809,-312.5466078365435
165,w99758869,other,36782.57152472311,40869.523916359016,45978.21440590389,nr1,-61633.37008340504,-109842.81525328099,-48209.44516987595,105.27734354436397,-457.9280170529801
166,w99758874,ab,145140.5559918637,161267.2844354041,181425.6949898296,r2,-239562.83441752108,-426927.94216016657,-187365.1077426455,732.9468768487684,-255.6325890195521
167,w99758876,sfh,19767.0966607297,21963.44073414411,24708.870825912127,r1,-35443.64860336986,-63164.572241252645,-27720.923637882785,118.68904608124866,-233.55924201216015
168,w99758878,other,165946.20228490618,184384.6692054513,207432.75285613272,nr2,-255972.6697010977,-456193.7572100623,-200221.08750896459,556.4759241774678,-359.80188685595556
169,w99758879,other,63241.62786203879,70268.47540226532,79052.03482754849,nr2,-97550.45971041064,-173854.14929190074,-76303.6895814901,141.26093079326674,-540.1613110787116
